parsing_atom_head,parsing_atom_dependent,position
h)=n_V3IAI-S-,genome/nhs_V-AMPGSF,before
h)=n_V3IAI-S-,e)kei=_B-------,after
h)=n_V3IAI-S-,e)n_P-------,after
h)=n_V3IAI-S-,pro/s_P-------,after
o)/ntas_V-PAPAPM,e)n_P-------,after
w)/n_V-PAPNSM,e)/ti_B-------,before
ei)rhneu/ete_V2PAM-P-,e)n_P-------,after
ei)sh=lqe(n)_V3AAI-S-,a)nasta/s_V-AAPNSM,before
ei)sh=lqe(n)_V3AAI-S-,e)pau/rion_B-------,before
ei)sh=lqe(n)_V3AAI-S-,kuklwsa/ntwn_V-AAPGPM,before
ei)sh=lqe(n)_V3AAI-S-,meta/_P-------,before
ei)sh=lqe(n)_V3AAI-S-,to/te_B-------,before
e)kba/llei_V3PAI-S-,eu)qu/s_B-------,before
e)kba/llein_V-PAN---,e)n_P-------,before
e)ce/balon_V3AAI-P-,traumati/santes_V-AAPNPM,before
e)kde/xesqe_V2PMM-P-,sunerxo/menoi_V-PMPNPM,before
e)ceqau/mazon_V3IAI-P-,e)pi/_P-------,after
e)cekla/sqhsan_V3API-P-,a)pisti/a|_N----DSF,before
e)ceplh/ssonto_V3IPI-P-,a)kou/santes_V-AAPNPM,before
e)ceplh/ssonto_V3IPI-P-,e)pi/_P-------,after
e)ce/pneuse(n)_V3AAI-S-,a)fei/s_V-AAPNSM,before
e)ce/pneuse(n)_V3AAI-S-,ei)pw/n_V-AAPNSM,before
e)le/gxei_V3PAI-S-,peri/_P-------,after
e)mba/s_V-AAPNSM,pa/lin_B-------,before
e)mpeplhsme/noi_V-RPPNPM,nu=n_B-------,after
e)mpe/sh|_V3AAS-S-,tufwqei/s_V-APPNSM,before
e)narca/menoi_V-AMPNPM,pneu/mati_N----DSN,after
e)ntraph/sontai_V3FPI-P-,i)/sws_B-------,before
e)ch/ggeilan_V3AAI-P-,sunto/mws_B-------,before
e)cagage/twsan_V3AAM-P-,e)lqo/ntes_V-AAPNPM,before
e)celqo/ntes_V-AAPNPM,dia/_P-------,after
e)celqo/ntes_V-AAPNPM,pa/ntes_A----NPM,before
e)celqw/n_V-AAPNSM,pa/lin_B-------,before
e)celqw/n_V-AAPNSM,peri/_P-------,after
e)ch/lqate_V2AAI-P-,ti/_I----ASN,before
e)ch=lqe(n)_V3AAI-S-,e)pau/rion_B-------,before
e)ch=lqe(n)_V3AAI-S-,eu)qu/s_B-------,after
e)ch=lqe(n)_V3AAI-S-,kata/_P-------,after
e)ch=lqe(n)_V3AAI-S-,labw/n_V-AAPNSM,before
e)ch=lqe(n)_V3AAI-S-,su/n_P-------,after
e)ch=lqon_V3AAI-P-,u(mnh/santes_V-AAPNPM,before
e)ce/sthsan_V3AAI-P-,e)ksta/sei_N----DSF,after
e)ce/sthsan_V3AAI-P-,eu)qu/s_B-------,after
e)/cesti(n)_V3PAI-S-,a)ndri/_N----DSM,after
e)/cesti(n)_V3PAI-S-,moi_E----DS-,before
e)couqenei=s_V2PAI-S-,ti/_I----ASN,before
e)cousiasqh/somai_V1FPI-S-,u(po/_P-------,after
e)painw=_V1PAI-S-,e)n_P-------,before
e)paisxu/nesqe_V2PMI-P-,e)pi/_P-------,before
e)paisxu/nesqe_V2PMI-P-,nu=n_B-------,before
e)pana/gwn_V-PAPNSM,prwi/+_B-------,before
e)phrw/ta_V3IAI-S-,le/gwn_V-PAPNSM,after
e)phrw/ta_V3IAI-S-,pa/lin_B-------,before
e)phrw/thsan_V3AAI-P-,le/gontes_V-PAPNPM,after
e)phrw/thse(n)_V3AAI-S-,e)ggi/santos_V-AAPGSM,before
e)phrw/thse(n)_V3AAI-S-,pa/lin_B-------,before
e)phrw/twn_V3IAI-P-,le/gontes_V-PAPNPM,after
e)phrw/twn_V3IAI-P-,peira/zontes_V-PAPNPM,after
e)pei=xe(n)_V3IAI-S-,prosdokw=n_V-PAPNSM,after
e)pe/gnwmen_V1AAI-P-,diaswqe/ntes_V-APPNPM,before
e)pe/gnwmen_V1AAI-P-,to/te_B-------,before
e)piginw/skeis_V2PAI-S-,ka/llion_A----ASN,before
e)pignw/sesqe_V2FMI-P-,a)po/_P-------,before
e)pidei/cate_V2AAM-P-,poreuqe/ntes_V-APPNPM,before
e)pikale/shtai_V3AMS-S-,e)a/n_L-------,before
e)pikale/swntai_V3AMS-P-,ei)s_P-------,after
e)pikale/swntai_V3AMS-P-,pw=s_B-------,before
e)piklhqe/n_V-APPASN,e)pi/_P-------,after
e)pilamba/netai_V3PMI-S-,dh/pou_L-------,before
e)pela/qonto_V3AMI-P-,e)lqo/ntes_V-AAPNPM,before
e)pilelhsme/non_V-RPPNSN,e)nw/pion_P-------,after
e)piluqh/setai_V3FPI-S-,e)n_P-------,before
e)pimei=nai_V-AAN---,h(me/ras_N----APF,after
e)pitelei=sqe_V2PMI-P-,e)narca/menoi_V-AMPNPM,before
e)pitelei=sqe_V2PMI-P-,nu=n_B-------,before
e)pitelei=sqe_V2PMI-P-,sarki/_N----DSF,before
e)peti/qesan_V3IAI-P-,to/te_B-------,before
e)peti/ma_V3IAI-S-,polla/_A----APN,before
e)peti/mhse(n)_V3AAI-S-,strafei/s_V-APPNSM,before
e)pefw/noun_V3IAI-P-,le/gontes_V-PAPNPM,after
h)rw/twn_V3IAI-P-,pa/lin_B-------,before
e)lqei=n_V-AAN---,pro/_P-------,before
e)lqw/n_V-AAPNSM,su/n_P-------,after
e)/rxetai_V3PMI-S-,genome/nhs_V-AMPGSF,before
e)/rxetai_V3PMI-S-,e)k_P-------,after
e)/rxetai_V3PMI-S-,meta/_P-------,after
e)/rxomai_V1PMI-S-,taxu/_B-------,after
e)/rxontai_V3PMI-P-,pa/lin_B-------,after
e)/rxontai_V3PMI-P-,fe/rontes_V-PAPNPM,after
h)=lqe(n)_V3AAI-S-,a)nasta/s_V-AAPNSM,before
h)=lqe(n)_V3AAI-S-,a)fei/s_V-AAPNSM,before
h)=lqe(n)_V3AAI-S-,ble/pwn_V-PAPNSM,after
h)=lqe(n)_V3AAI-S-,meta/_P-------,before
h)=lqe(n)_V3AAI-S-,to/te_B-------,before
h)=lqe(n)_V3AAI-S-,xwrisqei/s_V-APPNSM,before
h)=lqes_V2AAI-S-,pro/_P-------,after
h)=lqon_V1AAI-S-,dia/_P-------,before
h)=lqon_V3AAI-P-,diapera/santes_V-AAPNPM,before
h)=lqon_V1AAI-S-,e)/peita_B-------,before
h)=lqon_V3AAI-P-,e)pi/_P-------,after
e)rwta=|s_V2PAI-S-,peri/_P-------,after
e)rwta=|s_V2PAI-S-,ti/_I----ASN,before
e)rwth/sh|_V3AAS-S-,peri/_P-------,before
h)rw/thsan_V3AAI-P-,to/te_B-------,before
h)rw/twn_V3IAI-P-,e)n_P-------,before
h)rw/twn_V3IAI-P-,le/gontes_V-PAPNPM,after
e)sqi/ei_V3PAI-S-,a)sqenw=n_V-PAPNSM,before
e(toima/swmen_V1AAS-P-,pou=_B-------,before
eu)aggelisqe/n_V-APPNSN,ei)s_P-------,after
eu)logei=tai_V3PPI-S-,u(po/_P-------,before
eu)logei=tai_V3PPI-S-,xwri/s_P-------,before
eu)logou=ntai_V3PPI-P-,su/n_P-------,after
eu(re/qh_V3API-S-,e)n_P-------,before
eu(=ron_V3AAI-P-,a)pelqo/ntes_V-AAPNPM,before
eu(=ron_V1AAI-S-,e)n_P-------,after
eu)sebei=te_V2PAI-P-,a)gnoou=ntes_V-PAPNPM,before
eu)fra/nqhte_V2APM-P-,meta/_P-------,after
eu)xaristw=_V1PAI-S-,u(pe/r_P-------,before
ei)/xete_V2IAI-P-,e)paisxu/nesqe_V2PMI-P-,after
ei)/xete_V2IAI-P-,to/te_B-------,after
ei)=xon_V3IAI-P-,to/te_B-------,after
e)/xei_V3PAI-S-,dou/lw|_N----DSM,after
e)/xei_V3PAI-S-,po/qen_B-------,before
e)/xei_V3PAI-S-,ou(/tw(s)_B-------,before
e)/xein_V-PAN---,ou(/tw(s)_B-------,before
e)/xete_V2PAI-P-,ei)s_P-------,after
e)/xete_V2PAM-P-,e)n_P-------,after
e)/xomen_V1PAI-P-,dia/_P-------,after
e)/xomen_V1PAI-P-,e)/ti_B-------,before
e)/xomen_V1PAI-P-,pro/s_P-------,after
e)/xomen_V1PAI-P-,ti/_I----ASN,before
zw=men_V1PAI-P-,pneu/mati_N----DSN,after
e)zhtei=te_V2IAI-P-,ti/_I----ASN,before
e)zhtou=men_V1IAI-P-,o)dunw/menoi_V-PMPNPM,before
zhtei=tai_V3PPI-S-,e)n_P-------,after
zhtei=tai_V3PPI-S-,loipo/n_A----ASN,before
zhtei=tai_V3PPI-S-,w(=de_B-------,before
zhtei=te_V2PAI-P-,ti/_I----ASN,before
h(goume/nous_V-PMPAPM,pa/ntas_A----APM,before
h(goume/nous_V-PMPAPM,u(mw=n_E----GP-,after
h(/kei_V3PAI-S-,ou)/pw_B-------,before
e)qambou=nto_V3IPI-P-,e)pi/_P-------,after
e)/qayan_V3AAI-P-,e)cene/gkantes_V-AAPNPM,before
qarrw=_V1PAI-S-,e)n_P-------,any
e)qau/masan_V3AAI-P-,a)kou/santes_V-AAPNPM,before
h)qe/lhse(n)_V3AAI-S-,e)pau/rion_B-------,before
e)qera/peuse(n)_V3AAI-S-,e)kei=_B-------,after
qerapeu/ein_V-PAN---,sa/bbasi(n)_N----DPN,before
qerapeu/sw_V1FAI-S-,e)lqw/n_V-AAPNSM,before
e)qhrioma/xhsa_V1AAI-S-,e)n_P-------,after
e)qhrioma/xhsa_V1AAI-S-,kata/_P-------,before
qhsauri/zwn_V-PAPNSM,e(autw=|_E----DSM,after
i)a/qh_V3API-S-,a)po/_P-------,after
i)a/sato_V3AMI-S-,e)pilabo/menos_V-AMPNSM,before
ei(sth/kei_V3LAI-S-,e)/cw_B-------,after
ei(sth/kei_V3LAI-S-,qewrw=n_V-PAPNSM,after
ei(sth/kei_V3LAI-S-,klai/ousa_V-PAPNSF,after
ei(sth/kei_V3LAI-S-,meta/_P-------,after
ei(sth/kei_V3LAI-S-,pro/s_P-------,after
ei(sth/keisan_V3LAI-P-,kathgorou=ntes_V-PAPNPM,after
e)/sth_V3AAI-S-,e)n_P-------,after
e)/sth_V3AAI-S-,lalou/ntwn_V-PAPGPM,before
e(/sthkas_V2RAI-S-,pi/stei_N----DSF,before
e)/sthsan_V3AAI-P-,a)gago/ntes_V-AAPNPM,before
e)/sthsan_V3AAI-P-,e)n_P-------,after
sth/kete_V2PAM-P-,e)n_P-------,after
i)sxu/ei_V3PAI-S-,polu/_A----ASN,before
e)kaqari/sqhsan_V3API-P-,e)n_P-------,before
kaqi/sai_V-AAN---,a)naba/nta_V-AAPASM,before
kaqi/sai_V-AAN---,su/n_P-------,after
e)klh/qh_V3API-S-,e)n_P-------,before
e)klh/qh_V3API-S-,e(/ws_P-------,after
kalw=n_V-PAPNSM,poih/sei_V3FAI-S-,after
e)/kamyan_V3AAI-P-,*ba/al_N----GSM,after
kate/bh_V3AAI-S-,speu/sas_V-AAPNSM,before
katege/lwn_V3IAI-P-,ei)do/tes_V-RAPNPM,after
kathgorou=ntes_V-PAPNPM,eu)to/nws_B-------,before
kate/lipon_V1AAI-S-,e)mautw=|_E----DSM,after
kata/lue_V2PAM-S-,e(/neken_P-------,before
kathrgh/qhte_V2API-P-,a)po/_P-------,after
katargou=men_V1PAI-P-,dia/_P-------,after
kathrti/sw_V2AMI-S-,e)k_P-------,before
kateulo/gei_V3IAI-S-,e)nagkalisa/menos_V-AMPNSM,before
kateulo/gei_V3IAI-S-,tiqei/s_V-PAPNSM,after
katw/|khse(n)_V3AAI-S-,e)n_P-------,after
katw/|khse(n)_V3AAI-S-,e)celqw/n_V-AAPNSM,before
katw/|khse(n)_V3AAI-S-,to/te_B-------,before
kauxa=sai_V2PMI-S-,ti/_I----ASN,before
kauxw=ntai_V3PMI-P-,kata/_P-------,after
e)ke/leuse(n)_V3AAI-S-,staqei/s_V-APPNSM,before
e)ke/leuse(n)_V3AAI-S-,to/te_B-------,before
khru/ssete_V2PAM-P-,le/gontes_V-PAPNPM,after
khru/ssete_V2PAM-P-,poreuo/menoi_V-PMPNPM,before
khru/ssomen_V1PAI-P-,ou(/tw(s)_B-------,before
khru/ssw_V1PAI-S-,e)/ti_B-------,before
khruxqh=nai_V-APN---,ei)s_P-------,before
khruxqh=nai_V-APN---,prw=ton_A----ASN,before
kinduneu/omen_V1PAI-P-,ti/_I----ASN,before
kinduneu/omen_V1PAI-P-,w(/ran_N----ASF,after
klai/ein_V-PAN---,meta/_P-------,after
klai/eis_V2PAI-S-,ti/_I----ASN,before
klai/ontes_V-PAPNPM,nu=n_B-------,after
e)/klause(n)_V3AAI-S-,e)celqw/n_V-AAPNSM,before
e)/klause(n)_V3AAI-S-,pikrw=s_B-------,after
khru/cwsi(n)_V3AAS-P-,pw=s_B-------,before
khru/sswn_V-PAPNSM,ei)s_P-------,after
koimhqe/ntes_V-APPNPM,e)n_P-------,after
koimhqe/ntes_V-APPNPM,kai/_B-------,before
e)kolo/bwse(n)_V3AAI-S-,dia/_P-------,before
e)kopi/ase(n)_V3AAI-S-,ei)s_P-------,after
e)kopi/ase(n)_V3AAI-S-,polla/_A----APN,before
kekopi/aka_V1RAI-S-,ei)kh=|_B-------,before
kekopi/aka_V1RAI-S-,ei)s_P-------,after
kekopi/aka_V1RAI-S-,pw/s_B-------,before
kopiw/sas_V-PAPAPF,e)n_P-------,after
e)ko/pase(n)_V3AAI-S-,a)naba/ntwn_V-AAPGPM,before
e)/krazon_V3IAI-P-,le/gontes_V-PAPNPM,after
e)/krazon_V3IAI-P-,perissw=s_B-------,before
e)/kracan_V3AAI-P-,pa/lin_B-------,before
e)/kracan_V3AAI-P-,perissw=s_B-------,before
kra/cas_V-AAPNSM,pa/lin_B-------,before
kra/cas_V-AAPNSM,fwnh=|_N----DSF,after
e)krau/gasan_V3AAI-P-,le/gontes_V-PAPNPM,after
e)krau/gasan_V3AAI-P-,pa/lin_B-------,after
e)krau/gase(n)_V3AAI-S-,ei)pw/n_V-AAPNSM,before
e)krau/gase(n)_V3AAI-S-,fwnh=|_N----DSF,before
e)/krinas_V2AAI-S-,o)rqw=s_B-------,before
krinei=_V3FAI-S-,pw=s_B-------,before
kri/neis_V2PAI-S-,ti/_I----ASN,before
kri/nete_V2PAI-P-,a)po/_P-------,before
kri/nete_V2PAI-P-,kata/_P-------,before
kri/nete_V2PAM-P-,kata/_P-------,after
kri/nete_V2PAI-P-,ti/_I----ASN,before
kri/nwn_V-PAPNSM,oi)ke/thn_N----ASM,after
e)kru/bh_V3API-S-,a)pelqw/n_V-AAPNSM,before
e)kru/bh_V3API-S-,a)po/_P-------,after
kth/sasqe_V2AMM-P-,e)n_P-------,before
kuklwqe/nta_V-APPNPN,e)pi/_P-------,after
lakti/zein_V-PAN---,pro/s_P-------,before
e)la/lhse(n)_V3AAI-S-,ou)de/pote_B-------,before
e)la/lhse(n)_V3AAI-S-,ou(/tw(s)_B-------,after
lalei=_V3PAI-S-,e)k_P-------,before
lalei=n_V-PAN---,o)/ntes_V-PAPNPM,after
lalei=s_V2PAI-S-,meta/_P-------,after
lalei=s_V2PAI-S-,ti/_I----ASN,before
lalou=men_V1PAI-P-,e)n_P-------,before
lalou=men_V1PAI-P-,kate/nanti_P-------,before
lalou=ntes_V-PAPNPM,ei)s_P-------,before
lalou=ntos_V-PAPGSM,e)/ti_B-------,before
lalou=si(n)_V3PAI-P-,glw/ssais_N----DPF,before
lalw=n_V-PAPNSM,glw/ssh|_N----DSF,after
e)/labe(n)_V3AAI-S-,to/te_B-------,before
e)/labes_V2AAI-S-,kai/_B-------,before
e)/labon_V3AAI-P-,a)na/_P-------,after
e)/labon_V3AAI-P-,e)lqo/ntes_V-AAPNPM,before
labei=n_V-AAN---,para/_P-------,before
lamba/nousi(n)_V3PAI-P-,a)po/_P-------,before
ei)=pan_V3AAI-P-,a)kou/santes_V-AAPNPM,before
ei)=pan_V3AAI-P-,a)pokriqe/ntes_V-APPNPM,before
ei)=pan_V3AAI-P-,e)n_P-------,after
ei)=pan_V3AAI-P-,o(moi/ws_B-------,before
ei)=pan_V3AAI-P-,pro/s_P-------,before
ei)pe/_V2AAM-S-,parrhsi/a|_N----DSF,after
ei)=pe(n)_V3AAI-S-,a)nasta/s_V-AAPNSM,before
ei)=pe(n)_V3AAI-S-,a)pokriqei/s_V-APPNSM,before
ei)=pe(n)_V3AAI-S-,a)pokriqei=sa_V-APPNSF,before
ei)=pe(n)_V3AAI-S-,dida/skwn_V-PAPNSM,after
ei)=pe(n)_V3AAI-S-,e)celqou=sa_V-AAPNSF,before
ei)=pe(n)_V3AAI-S-,e)/peita_B-------,before
ei)=pe(n)_V3AAI-S-,i)dw/n_V-AAPNSM,before
ei)=pe(n)_V3AAI-S-,pa/lin_B-------,before
ei)=pe(n)_V3AAI-S-,shmai/nwn_V-PAPNSM,after
ei)=pe(n)_V3AAI-S-,sta/s_V-AAPNSM,before
ei)=pe(n)_V3AAI-S-,tri/ton_A----ASN,after
ei)=pe(n)_V3AAI-S-,fwnh/sas_V-AAPNSM,before
ei)=pon_V1AAI-S-,peri/_P-------,before
ei)/rhka_V1RAI-S-,nu=n_B-------,before
ei)rh/kei_V3LAI-S-,peri/_P-------,after
e)/lege(n)_V3IAI-S-,peri/_P-------,after
e)/lege(n)_V3IAI-S-,shmai/nwn_V-PAPNSM,after
e)/legon_V3IAI-P-,a)kou/santes_V-AAPNPM,before
e)/legon_V3IAI-P-,blasfhmou=ntes_V-PAPNPM,before
e)/legon_V3IAI-P-,diaxleua/zontes_V-PAPNPM,before
e)/legon_V1IAI-S-,w)/n_V-PAPNSM,before
e)/legon_V3IAI-P-,w(sau/tws_B-------,before
e)rei=te_V2FAI-P-,ou(/tw(s)_B-------,before
e)rou=men_V1FAI-P-,pro/s_P-------,after
e)rw=_V1FAI-S-,pa/lin_B-------,before
le/gei_V3PAI-S-,a)pokriqei/s_V-APPNSM,before
le/gei_V3PAI-S-,gnou/s_V-AAPNSM,before
le/gei_V3PAI-S-,deu/teron_A----ASN,after
le/gei_V3PAI-S-,*(ebrai+sti/_B-------,after
le/gei_V3PAI-S-,ei)pw/n_V-AAPNSM,before
le/gei_V3PAI-S-,nu=n_B-------,before
le/gei_V3PAI-S-,pa/lin_B-------,any
le/gei_V3PAI-S-,peri/_P-------,before
le/gei_V3PAI-S-,pw=s_B-------,before
le/gei_V3PAI-S-,strafei=sa_V-APPNSF,before
le/gei_V3PAI-S-,to/te_B-------,before
le/gei_V3PAI-S-,tri/ton_A----ASN,after
le/gein_V-PAN---,ei(=s_A----NSM,after
le/geis_V2PAI-S-,peri/_P-------,after
le/geis_V2PAI-S-,ti/_I----ASN,before
le/gousi(n)_V3PAI-P-,a)pokriqe/ntes_V-APPNPM,before
le/gousi(n)_V3PAI-P-,gno/ntes_V-AAPNPM,before
le/gw_V1PAS-S-,e)/ti_B-------,before
le/gw_V1PAI-S-,kata/_P-------,any
le/gw_V1PAI-S-,pro/s_P-------,before
le/gwsi(n)_V3PAS-P-,peri/_P-------,after
e)logi/sqh_V3API-S-,ei)s_P-------,after
e)logi/sqh_V3API-S-,pw=s_B-------,before
e)luph/qhsan_V3API-P-,sfo/dra_B-------,after
le/lusai_V2RPI-S-,a)po/_P-------,after
lu/ete_V2PAI-P-,dia/_P-------,before
makroqumh/sate_V2AAM-P-,e(/ws_P-------,after
me/lleis_V2PAI-S-,nu=n_B-------,before
e)/meine(n)_V3AAI-S-,ei)pw/n_V-AAPNSM,before
e)/meine(n)_V3AAI-S-,e)n_P-------,after
mei=nai_V-AAN---,su/n_P-------,after
mene/tw_V3PAM-S-,e)n_P-------,before
mene/tw_V3PAM-S-,para/_P-------,after
me/mfetai_V3PMI-S-,e)/ti_B-------,before
me/mfetai_V3PMI-S-,ti/_I----ASN,before
merimna=te_V2PAI-P-,peri/_P-------,before
merimna=te_V2PAI-P-,ti/_I----ASN,before
merimnh/shte_V2AAS-P-,le/gontes_V-PAPNPM,after
memestwme/noi_V-RPPNPM,gleu/kous_N----GSN,before
mete/xw_V1PAI-S-,xa/riti_N----DSF,before
metrei=te_V2PAI-P-,w(=|_R----DSN,before
metrhqh/setai_V3FPI-S-,u(mi=n_E----DP-,after
nhsteu/sas_V-AAPNSM,kai/_C-------,after
noei=te_V2PAI-P-,ou)/pw_B-------,before
noei=te_V2PAI-P-,pw=s_B-------,before
e)ce/nise(n)_V3AAI-S-,ei)skalesa/menos_V-AMPNSM,before
e)chramme/nhn_V-RPPASF,e)k_P-------,after
oi)kodo/mhse(n)_V3AAI-S-,au)tw=|_E----DSM,after
ei)=de(n)_V3AAI-S-,para/gwn_V-PAPNSM,before
ei)=don_V3AAI-P-,paraporeuo/menoi_V-PMPNPM,before
o)/yontai_V3FMI-P-,ei)s_P-------,after
w)/fqh_V3API-S-,e)nisxu/wn_V-PAPNSM,after
w)/fqh_V3API-S-,sullalou=ntes_V-PAPNPM,after
parhggelme/na_V-RPPAPN,pa/nta_A----APN,before
paradedw/keisan_V3LAI-P-,dia/_P-------,before
pare/dwkan_V3AAI-P-,dia/_P-------,before
paradoi=_V3AAS-S-,eu)kai/rws_B-------,before
paradoi=_V3AAS-S-,pw=s_B-------,before
pare/dwke(n)_V3AAI-S-,to/te_B-------,before
pareka/lei_V3IAI-S-,e)celqw/n_V-AAPNSM,before
parakalei=te_V2PAM-P-,e)n_P-------,after
parakalw=_V1PAI-S-,perissote/rws_B-------,before
parakeklh/meqa_V1RPI-P-,dia/_P-------,before
pareklh/qhsan_V3API-P-,metri/ws_B-------,after
paralogi/zhtai_V3PMS-S-,e)n_P-------,after
parepi/kranan_V3AAI-P-,a)kou/santes_V-AAPNPM,before
pa/rei_V2PAI-S-,e)pi/_P-------,before
paraporeuo/menoi_V-PMPNPM,prwi/+_B-------,after
pare/xete_V2PAI-P-,au)th=|_E----DSF,before
pare/xete_V2PAI-P-,ti/_I----ASN,before
e)pa/qete_V2AAI-P-,ei)kh=|_B-------,after
pa/sxoite_V2PAO-P-,dia/_P-------,after
pa/sxoite_V2PAO-P-,kai/_B-------,before
pei/qw_V1PAI-S-,a)/rti_B-------,before
e)pei/nase(n)_V3AAI-S-,e)celqo/ntwn_V-AAPGPM,before
e)pei/nase(n)_V3AAI-S-,e)pana/gwn_V-PAPNSM,before
e)pei/nase(n)_V3AAI-S-,e)pau/rion_B-------,before
e)pei/nase(n)_V3AAI-S-,nhsteu/sas_V-AAPNSM,before
e)pei/nase(n)_V3AAI-S-,u(/steron_A----ASN,before
peinw=ntes_V-PAPNPM,nu=n_B-------,after
e)peirw=nto_V3IMI-P-,e(/neka_P-------,before
e)peirw=nto_V3IMI-P-,sullabo/menoi_V-AMPNPM,before
e)/pemya_V1AAI-S-,e)cauth=s_B-------,before
perih=ge(n)_V3IAI-S-,dida/skwn_V-PAPNSM,after
periepath/samen_V1AAI-P-,pneu/mati_N----DSN,before
peripatei=te_V2PAM-P-,e)n_P-------,before
peripatei=te_V2PAM-P-,e)cagorazo/menoi_V-PMPNPM,after
peripatei=te_V2PAM-P-,pneu/mati_N----DSN,before
peripatei=te_V2PAM-P-,pro/s_P-------,after
pikrai/nesqe_V2PPM-P-,pro/s_P-------,after
e)/pesa_V1AAI-S-,proskunh=sai_V-AAN---,after
e)/pese(n)_V3AAI-S-,e)n_P-------,after
pi/ptei_V3PAI-S-,ou)de/pote_B-------,before
e)/pesan_V3AAI-P-,pi/stei_N----DSF,before
e)pi/steusan_V3AAI-P-,e)kei=_B-------,after
e)pi/steusan_V3AAI-P-,lalou=ntos_V-PAPGSM,before
e)pisteu/sate_V2AAI-P-,dia/_P-------,before
e)pisteu/sate_V2AAI-P-,ou(/tw(s)_B-------,before
e)pi/steuon_V3IAI-P-,ou)de/_B-------,before
pisteu/ei_V3PAI-S-,fagei=n_V-AAN---,after
pisteu/ete_V2PAI-P-,a)/rti_B-------,before
pisteu/ete_V2PAI-P-,dia/_P-------,before
pisteu/swsi(n)_V3AAS-P-,pw=s_B-------,before
plana=sqe_V2PPI-P-,polu/_A----ASN,before
e)pleone/kthsa_V1AAI-S-,dia/_P-------,before
plhrwqw=si(n)_V3APS-P-,pw=s_B-------,before
ploutw=n_V-PAPNSM,ei)s_P-------,before
e)poi/ei_V3IAI-S-,au)toi=s_E----DPM,after
e)poi/ei_V3IAI-S-,e)pi/_P-------,after
e)poi/ei_V3IAI-S-,kaqw/s_C-------,before
e)poi/hsan_V3AAI-P-,labo/ntes_V-AAPNPM,before
e)poi/hsan_V3AAI-P-,ou(/tw(s)_B-------,after
e)poi/hsan_V3AAI-P-,w(s_P-------,after
e)poi/hsas_V2AAI-S-,kalw=s_B-------,before
e)poi/hsas_V2AAI-S-,parageno/menos_V-AMPNSM,after
e)poi/hsas_V2AAI-S-,ti/_I----ASN,before
e)poih/sate_V2AAI-P-,kalw=s_B-------,before
e)poih/sate_V2AAI-P-,sugkoinwnh/santes_V-AAPNPM,after
e)poi/hse(n)_V3AAI-S-,dia/_P-------,after
e)poi/hse(n)_V3AAI-S-,e)kei=_B-------,after
e)poi/hse(n)_V3AAI-S-,e)celqw/n_V-AAPNSM,before
e)poi/hse(n)_V3AAI-S-,w(sau/tws_B-------,after
poi/ei_V2PAM-S-,o(moi/ws_B-------,after
poiei=_V3PAI-S-,e)nw/pion_P-------,after
poiei=n_V-PAN---,kalw=s_B-------,before
poiei=n_V-PAN---,sa/bbasi(n)_N----DPN,before
poiei=s_V2PAI-S-,kalw=s_B-------,before
poiei=te_V2PAI-P-,perisso/n_A----ASN,before
poiei=te_V2PAI-P-,ti/_I----ASN,before
poih/sas_V-AAPNSM,meta/_P-------,after
poih/sei_V3FAI-S-,e)n_P-------,after
poih/sei_V3FAI-S-,kai/_B-------,before
poi/hson_V2AAM-S-,ta/xion_A----ASN,after
poih/sw_V1AAS-S-,a)/ras_V-AAPNSM,before
poih/sw_V1AAS-S-,soi_E----DS-,before
poih/sw_V1AAS-S-,u(mi=n_E----DP-,after
poiw=_V1PAI-S-,dia/_P-------,after
e)poreu/eto_V3IMI-S-,a)nabai/nwn_V-PAPNSM,after
e)poreu/eto_V3IMI-S-,ei)pw/n_V-AAPNSM,before
e)poreu/eto_V3IMI-S-,su/n_P-------,after
e)poreu/qh_V3API-S-,e)celqw/n_V-AAPNSM,before
e)poreu/qh_V3API-S-,e)piqei/s_V-AAPNSM,before
poreu/ou_V2PMM-S-,a)nasta/s_V-AAPNSM,before
e)/praca_V1AAI-S-,e)lqw/n_V-AAPNSM,before
proa/cw_V1FAI-S-,meta/_P-------,before
proselqw/n_V-AAPNSM,eu)qu/s_B-------,before
proseu/xesqe_V2PMM-P-,a)nasta/ntes_V-AAPNPM,before
proseu/xesqe_V2PMM-P-,peri/_P-------,after
proshu/cato_V3AMI-S-,a)pelqw/n_V-AAPNSM,before
proshu/cato_V3AMI-S-,ei)pw/n_V-AAPNSM,after
prose/xein_V-PAN---,perissote/rws_B-------,before
prose/xete_V2PAM-P-,a)po/_P-------,after
proseku/nei_V3IAI-S-,e)lqou=sa_V-AAPNSF,before
proseku/nei_V3IAI-S-,le/gousa_V-PAPNSF,after
prosela/bonto_V3AMI-P-,geno/menoi_V-AMPNPM,before
proslabou=_V2AMM-S-,w(s_P-------,after
proslamba/nesqe_V2PMM-P-,ei)s_P-------,after
prosw/xqise(n)_V3AAI-S-,e)/th_N----APN,after
prosteqh/setai_V3FPI-S-,u(mi=n_E----DP-,after
prosefw/nhse(n)_V3AAI-S-,qe/lwn_V-PAPNSM,after
prosefw/nhse(n)_V3AAI-S-,pa/lin_B-------,before
saleuo/menon_V-PPPASM,u(po/_P-------,before
shmai/nwn_V-PAPNSM,doca/sei_V3FAI-S-,after
