lemma_id,lemma_text,lemma_short_def
17313,katasthmatiko/s,established: sedate
17314,katasti/zw,to cover with punctures.
17315,kata/stiktos,"spotted, speckled, brindled"
17316,katastilbo/omai,to be brilliant
17317,katasti/lbw,to send beaming forth
17318,katastonaxe/w,to bewail
17319,katastra/ptw,to hurl down lightning
17320,katastratopedeu/w,"to put into cantonments, encamp"
17321,katastre/fw,"to turn down, trample on"
17322,katastrhnia/w,to behave wantonly towards
17323,katastrofh/,an overturning
17324,kata/strwma,that which is spread over
17325,katastrw/nnumi,to lay low
17326,katastuge/w,"to shudder at, abhor, abominate"
17327,katastu/felos,very hard
17328,katastu/fw,to make sour
17329,katastwmu/llomai,to chatter
17330,katasu/rw,"to pull down, lay waste, ravage"
17331,katasfa/zw,"to slaughter, murder"
17332,katasxeqei=n,to hold back
17333,kata/sxetos,held back
17334,katasxhmati/zw,to dress up
17335,katasxi/zw,"to cleave asunder, split up"
17336,katasxola/zw,to pass the time in idleness
17337,katasw/xw,"to rub in pieces, grind down"
17338,katatanu/w,
17339,katata/ssw,"to draw up in order, arrange"
17340,katatei/nw,to stretch
17341,katate/mnw,"to cut in pieces, cut up"
17342,katath/kw,"to melt away, to make to fall away"
17343,katati/qhmi,"to place, put"
17344,katatila/w,to make dirt over
17345,katatitrw/skw,to wound severely
17346,katatoki/zw,to beggar by usurious interest
17347,katatomh/,"abscission, concision"
17348,katatoceu/w,"to strike down with arrows, shoot dead"
17349,katatraumati/zw,to cover with wounds
17350,katatre/xw,to run down
17351,katatri/bw,to rub down
17352,katatri/zw,to squeak
17353,katatru/zw,to chatter against
17354,katatru/xw,"to wear out, exhaust"
17355,katatru/w,
17356,katatrw/gw,"to gnaw in pieces, eat up"
17357,katatugxa/nw,"to hit one's mark, to be successful"
17358,katauga/zw,to shine upon
17359,kataugasmo/s,a shining brightly
17360,katauda/w,"to speak out, speak plainly"
17361,kataule/w,to play upon the flute to
17362,katauli/zomai,"to be under shelter of a hall, house, tent"
17363,katauxe/w,to exult
17364,katafagei=n,"to devour, eat up"
17365,katafai/nw,"to declare, make known"
17366,katafanh/s,"clearly seen, in sight"
17367,katafarmakeu/w,to anoint with drugs
17368,katafarma/ssw,to bewitch with drugs
17369,katafati/zw,"to protest, promise"
17370,katafauli/zw,to depreciate
17371,kataferh/s,going down
17372,katafe/rw,to bring down
17373,katafeu/gw,to flee for refuge
17374,katafeukte/os,one must have recourse to
17375,kata/feucis,flight for refuge
17376,kata/fhmi,"to say yes, assent"
17377,katafhmi/zw,"to spread a report abroad, announce"
17378,katafqate/omai,to take first possession of
17379,katafqei/rw,to destroy
17380,katafqinu/qw,
17381,katafqi/nw,"to waste away, decay, perish"
17382,katafqora/,"destruction, death"
17383,katafi/hmi,to let slip down
17384,katafile/w,"to kiss tenderly, to caress"
17385,katafle/gw,"to burn down, burn up, consume"
17386,katafobe/w,to strike with fear
17387,katafoita/w,to come down constantly
17388,katafoneu/w,to slaughter
17389,katafore/w,to carry down
17390,katafra/zw,to declare
17391,kata/fraktos,"shut up, confined"
17392,katafra/ssw,to cover with mail;
17393,katafrone/w,to think down upon
17394,katafro/nhma,contempt
17395,katafro/nhsis,"contempt, disdain"
17396,katafronhth/s,a despiser
17397,katafronhtiko/s,contemptuous
17398,katafronti/zw,I've thought
17399,katafru/gw,to burn to ashes
17400,katafugga/nw,
17401,katafugh/,"a refuge, place of refuge"
17402,katafulado/n,"in tribes, by clans"
17403,katafulloroe/w,to shed the leaves
17404,katafuteu/w,to plant
17405,katafu/omai,to be produced
17406,kata/futos,all planted with
17407,katafwra/w,"to catch in a theft: to catch in the act, detect, discover"
17408,kata/fwros,detected: manifest
17409,katafwti/zw,"to illuminate, light up"
17410,kataxai/rw,to exult over
17411,kataxalaza/w,to shower down like hail upon
17412,kata/xalkos,overlaid with brass
17413,kataxalko/w,to cover with brass
17414,kataxari/zomai,to do
17415,kata/xarma,a mockery
17416,kataxe/zw,to befoul
17417,kataxeirotone/w,"to vote against, to vote in condemnation of"
17418,kataxeirotoni/a,a vote of condemnation
17419,kataxe/w,"to pour down upon, pour over"
17420,kataxh/nh,"derision, mockery"
17421,kataxhreu/w,to pass in widowhood
17422,kataxh/s,sounding
17423,kataxqo/nios,subterranean
17424,kataxordeu/w,to mince up as for a sausage
17425,kataxorhge/w,to lavish as
17426,kataxrai/nomai,to besprinkle
17427,kataxra/omai,"to make full use of, apply"
17428,kataxra/w,sufficed them
17430,kataxre/mptomai,to spit upon
17433,kataxrw/zw,to colour
17434,kata/xusma,"that which is poured over, sauce"
17435,kataxwneu/w,to melt down
17436,kataxw/nnumi,to cover with a heap
17437,kataxwri/zw,"to set in a place, place in position"
17438,kataya/llomai,to resound with music
17439,kataya/w,"to stroke with the hand, to stroke, caress"
17440,katayeka/zw,to wet by continual dropping
17441,katayeu/domai,"to tell lies against, speak falsely of"
17442,katayeudomarture/w,to bear false witness against
17443,katayhfi/zomai,to vote against
17444,katayhfiste/os,one must condemn
17445,katayh/xw,"to rub down, pound in a mortar"
17446,katayu/xw,"to cool, chill"
17447,kateblakeume/nws,"slothfully, tardily"
17448,kateggua/w,"to pledge, betroth"
17449,kateggu/h,bail
17450,kate/dw,"to eat up, devour"
17451,katei/bw,"to let flow down, shed"
17452,katei=don,to look down
17453,katei/dwlos,"full of idols, given to idolatry"
17454,kateika/zw,to liken
17455,kateile/w,"to force into a narrow space, to coop up"
17456,kateilu/w,to cover up
17457,ka/teimi,ibo
17458,katei=pon,to speak against
17459,katei/rgnumi,
17460,katei/rgw,"to drive into, shut in"
17461,kateirwneu/omai,"to use irony towards, to dissemble"
17462,kateisa/gw,to betray to one's own loss
17463,katelau/nw,to draw down
17464,katele/gxw,"to convict of falsehood, to belie"
17465,katelee/w,to have compassion upon
17466,katelpi/zw,to hope
17467,katempi/prhmi,to burn up
17468,katenai/romai,"to kill, slay, murder"
17469,katenanti/on,"over against, opposite, before"
17470,katenari/zw,to kill outright
17471,kate/nanti,
17472,kate/nwpa,"right over against, right opposite"
17473,katenw/pion,
17474,katecani/stamai,"to rise up against, struggle against"
17475,katecousia/zw,to exercise lordship over
17476,katepagge/llomai,to make promises
17477,katepa/gw,to bring
17478,katepa/|dw,to subdue by charms
17479,katepei/gw,"to press down, depress"
17480,kate/pefnon,"to kill, slay"
17481,katepiorke/omai,to effect by perjury
17482,katerga/zomai,"to effect by labour, to achieve, accomplish"
17483,katerei/kw,to grind down
17484,katerei/pw,to throw
17485,katereu/gw,to belch over
17486,katere/fw,"to cover over, roof"
17487,katere/w,"to speak against, accuse"
17488,katerhtu/w,to hold back
17489,katerikto/s,"bruised, ground"
17490,kateruka/nw,
17491,kateru/kw,"to hold back, detain"
17492,kateru/w,to draw
17493,kate/rxomai,to go down from
17494,ka)te/rwta,
17495,katesqi/w,"to eat up, devour"
17496,kate/sqw,
17497,ka/teugma,vows
17498,kateuhmere/w,"to be quite successful, carry one's point"
17499,kateuqu/,straight forward
17500,kateuqu/nw,to make
17501,kateuna/zw,"to put to bed, lull to sleep"
17502,kateunasth/s,"one who conducts to bed, a chamberlain"
17503,kateuna/w,to put to sleep
17504,kateuorke/w,to swear solemnly
17505,kateustoxe/w,to be quite successful
17506,kateutrepi/zw,to put in order again
17507,kateutuxe/w,"to be quite successful, prosper"
17508,kateufhme/w,"to applaud, extol"
17509,kateuxh/,"a prayer, vow"
17510,kateu/xomai,to pray earnestly
17511,kateuwxe/omai,to feast and make merry
17512,katefa/llomai,"to spring down upon, rush upon"
17513,katefi/stamai,to rise up against
17514,kate/xw,to hold fast
17515,kathgore/w,"to speak against, to accuse"
17516,kathgo/rhma,"an accusation, charge"
17517,kathgori/a,"an accusation, charge"
17518,kath/goros,an accuser
17519,kath/kous,listening
17520,kath=liy,the upper story
17521,kathloge/w,"to make of small account, take no account of, neglect"
17522,kath/lusis,"a going down, descent"
17523,kath/oros,"hanging down, hanging on their mother's neck"
17524,kathpia/w,"to assuage, allay"
17525,kathremi/zw,"to calm, appease"
17526,kathrefh/s,"covered over, vaulted, overhanging"
17527,kath/rhs,fitted out
17528,kath/feia,"dejection, sorrow, shame"
17529,kathfe/w,"to be downcast, to be mute"
17530,kathfh/s,"with downcast eyes, downcast, mute"
17531,kathfia/w,
17532,kathfi/h,
17533,kathfw/n,one who causes grief
17534,kathxe/w,to sound
17535,katia/ptw,"to harm, hurt"
17536,katiqu/nw,
17537,katilu/w,to fill with mud
17538,katisxnai/nw,to make to pine
17539,katisxu/w,"to have power over, overpower, prevail against"
17540,kati/sxw,to hold back
17541,ka/toida,"to know well, understand"
17542,katoike/w,to dwell in as a
17543,katoi/khsis,a settling in
17545,katoiki/a,"a settlement, colony: the foundation of a colony"
17546,katoiki/dios,living in
17547,katoiki/zw,to remove to
17548,katoi/kisis,"a planting with inhabitants, foundation of a state, colonisation"
17549,katoikodome/w,to build upon
17550,katoikonome/w,to manage well
17551,ka/toikos,a settler
17552,katoikofqore/w,to ruin utterly
17553,katoiktei/rw,to have mercy
17554,katoikti/zw,"to bewail oneself, utter lamentations"
17555,katoi/ktisis,compassion
17556,katoimw/zw,"to bewail, lament"
17557,katoi/xomai,to have gone down
17558,katokne/w,to shrink from
17559,katokwxh/,"a being possessed, possession"
17560,katokw/ximos,capable of being possessed
17561,katolisqa/nw,to slip
17562,kato/llumi,to destroy utterly
17563,katololu/zw,to shriek over
17564,katolofu/romai,to bewail
17565,katombre/omai,"to be rained on, drenched"
17566,kato/mnumi,to confirm by oath
17567,kato/nomai,"to censure bitterly, depreciate, abuse"
17568,ka/tocus,"very sharp, piercing"
17569,katopa/zw,to follow hard upon
17570,kato/pin,"by consequence, behind, after"
17571,kato/pisqen,"behind, after, in the rear"
17572,katopteu/w,"to spy out, reconnoitre"
17573,kato/pths,"a spy, scout"
17574,ka/toptos,"to be seen, visible"
17575,katoptri/zw,to shew as in a mirror
17576,ka/toptron,a mirror
17577,katorgani/zw,to sound with music through
17578,katorga/s,celebrating orgies
17579,katorgia/zw,to initiate in orgies
17580,katorqo/w,"to set upright, erect"
17581,kato/rqwsis,a setting straight: successful accomplishment
17582,katorqwtiko/s,likely
17583,katorou/w,to rush downwards
17584,katorrwde/w,"to be dismayed at, dread greatly"
17585,katoru/ssw,to bury in the earth
17586,katorxe/omai,"to dance in triumph over, treat despitefully"
17587,kato/ssomai,"to contemplate, behold"
17588,kato/ti,
17589,katoudai=os,under the earth
17590,katoulo/omai,"to cicatrise, heal over"
17591,katouri/zw,to bring into port with a fair wind
17592,katoxh/,"a holding fast, detention"
17593,ka/toxos,"holding down, holding fast, tenacious"
17594,kato/yios,"in sight of, opposite"
17595,katoyofage/w,to spend in eating
17596,katta/nusan,
17597,ka/twqen,"from below, up from below"
17598,katwqe/w,to push down
17599,katwka/ra,head downwards
17600,katwma/dios,from the shoulder
17601,katwmado/n,"from the shoulders, with the arm drawn back to the shoulder"
17602,katwmosi/a,an accusation on oath
17603,ka/tw,"down, downwards"
17604,katw=ruc,sunk
17605,katw/tatos,lowest
17606,katwfaga=s,"eating with the head down to the ground, gluttonous"
17607,katwferh/s,sunken
17608,*kau/kasos,Mt. Caucasus
17609,kau/linos,made of a stalk
17611,kaulo/s,the shaft
17612,kau=ma,burning heat
17613,kaumati/zw,to burn
17614,kauna/khs,a thick cloak
17615,kau/simos,"fit for burning, combustible"
17616,kau=sis,a burning
17617,kauso/omai,to burn with intense heat
17618,kau=sos,burning heat.
17619,kau/steira,"burning hot, raging"
17620,kausthria/zw,
17621,kausth/rion,
17623,*kau/strios,of
17624,kau/swn,burning heat
17625,kauthria/zw,"to cauterise, brand"
17626,kauth/rion,a branding iron
17627,kauth/r,a burner
17628,kau/ths,
17630,kau/xhma,"a boast, vaunt"
17631,kauxh/mwn,boastful
17632,kau/xh,
17633,kau/xhsis,reason to boast
17634,kaxa/zw,to laugh aloud
17635,kaxasmo/s,
17636,kaxeci/a,a bad habit of body
17637,kaxh/meros,"living bad days, wretched"
17638,kaxla/zw,to plash
17639,ka/xlhc,a pebble
17640,kaxormisi/a,unlucky harbourage
17641,ka/xrus,parched barley
17642,kaxu/poptos,"suspecting evil, suspicious"
17643,kaxupo/topos,
17644,kea/zw,"to split, cleave"
17645,keblh/puris,"the redcap, redpoll"
17646,kegxriai=os,of the size of a grain of millet
17648,ke/gxros,millet
17650,keda/nnumi,"to break asunder, break up, scatter"
17651,kedno/s,"careful, diligent, sage, trusty"
17652,kedri/a,cedar resin
17653,ke/drinos,of cedar
17655,kedrwto/s,made of
17656,kei=mai,to be laid
17657,keimh/lion,"anything stored up as valuable, a treasure, heirloom"
17658,keimh/lion,"anything stored up as valuable, a treasure, heirloom"
17659,keiri/a,the cord
17660,kei/rw,to cut
17661,kei/w,to lie down
17662,kei/w,to cleave
17663,kei/w,to cleave
17664,kekafhw/s,breathing forth
17665,ke/kragma,"a scream, cry"
17666,kekragmo/s,
17667,kekra/kths,a bawler
17668,kekracida/mas,"he who conquers all in bawling, the blusterer"
17669,*ke/kroy,"Cecropian, Athenian"
17671,keladeino/s,"sounding, noisy"
17672,kelade/w,to sound as rushing water
17673,kela/dhma,a rushing sound
17675,ke/lados,"a noise as of rushing waters: a loud noise, din, clamour"
17676,kela/dw,"sounding, roaring"
17677,kelainegxh/s,with black
17678,kelainefh/s,black with clouds
17679,kelaino/brwtos,black and bloody with gnawing
17680,kelaino/omai,to grow black
17681,kelaino/s,"black, swart, dark, murky"
17686,kelainw/y,
17687,kelaru/zw,to murmur
17688,kele/bh,"a cup, jar, pan"
17689,kele/ontes,the beams in the upright loom
17690,keleuqh/ths,a wayfarer
17692,keleuqopo/ros,a wayfarer
17693,ke/leuqos,"a road, way, path, track"
17694,ke/leusma,"an order, command, behest"
17695,keleusmo/s,"an order, command"
17696,keleusmosu/nh,
17697,keleusth/s,the signalman
17698,keleusto/s,"ordered, commanded"
17699,keleutia/w,continually urging on
17700,keleu/w,to urge
17701,kele/wn,
17703,kelhti/zw,to ride
17704,kelh/tion,
17705,ke/llw,to drive on
17706,ke/lomai,"to urge on, exhort, command"
17707,*keltiko/s,"Celtic, Gallic"
17708,*keltisti/,in the language of the Celts
17709,*keltoi/,the Kelts
17710,kelu/fanon,
17711,ke/lufos,"a sheath, case, pod, shell"
17712,ke/lwr,son
17713,kema/s,"a young deer, a pricket"
17714,kenaggh/s,emptying vessels: breeding famine
17715,kenandri/a,"lack of men, dispeopled state"
17716,ke/nandros,"empty of men, dispeopled"
17717,kenauxh/s,
17719,kene/breios,dead
17720,kenembate/w,"to step on emptiness, step into a hole"
17722,kenew/n,"the hollow below the ribs, the flank"
17723,kenodonti/s,toothless
17724,kenologe/w,to talk emptily
17725,kenolo/gos,"talking emptily, prating."
17726,keno/s,empty
17727,kenotafe/w,to honour with an empty tomb
17728,kenota/fion,"an empty tomb, cenotaph"
17729,keno/ths,"emptiness, vanity"
17730,kenofrosu/nh,emptiness of mind
17732,kenofwni/a,"vain talking, babbling"
17733,keno/w,"to empty out, drain"
17734,*kentau/reios,"Centaurian, of Centaurs"
17735,*kentauri/dhs,of
17736,*kentauriko/s,like a Centaur
17737,*kentauromaxi/a,a battle of Centaurs
17738,*kentauroplhqh/s,full of Centaurs
17739,*ke/ntauros,a Centaur
17740,kenteu/w,
17741,kente/w,"to prick, goad, spur on"
17742,kentrhnekh/s,spurred
17743,kentri/zw,"to prick, goad"
17744,kentromanh/s,madly spurring
17745,ke/ntron,any sharp point
17746,kentrotuph/s,struck by the goad
17748,ke/ntrwn,one that bears the marks of the
17749,kenturi/wn,
17750,ke/ntwr,"a goader, driver"
17751,ke/nwsis,an emptying
17752,ke/pfos,a booby
17754,kerai/zw,"to ravage, despoil, plunder"
17755,keraisth/s,"a ravager, robber"
17756,kerai/w,mix
17757,keramei/a,the potter's art
17758,*kerameiko/s,the potter's quarter
17760,*keramei=s,
17761,kerameou=s,"of clay, earthen"
17762,kerameu/s,a potter
17763,kerameu/w,"to be a potter, work in earthenware"
17764,keramiko/s,of
17765,kera/minos,
17766,kera/mion,"an earthenware vessel, a jar"
17768,ke/ramos,"potter's earth, potter's clay"
17769,kera/nnumi,"to mix, mingle"
17770,keraoco/os,polishing
17771,kerao/s,horned
17772,keraou=xos,
17773,ke/ras,the horn of an animal
17774,kera/sths,horned
17775,kerasto/s,"mixed, mingled"
17777,kerate/a,the carob
17778,kera/tia,St. John's bread
17779,kera/tinos,of horn
17780,kera/tion,
17781,keratw/n,made of horns
17782,kerau/neios,wielding the thunder
17783,kerau/nios,of a thunderbolt
17784,keraunobole/w,to hurl the thunderbolt
17785,keraunobo/los,hurling the thunder
17787,keraunobro/nths,the lightener and thunderer
17788,keraunoma/xhs,fighting with thunder
17789,kerauno/s,a thunderbolt
17790,keraunofah/s,flashing like thunder
17791,keraunofo/ros,wielding the thunderbolt
17792,kerauno/w,to strike with thunderbolts
17793,kera/w,
17794,ke/rberos,Cerberus
17795,kerdai/nw,"to gain, derive profit"
17796,kerdale/os,"having an eye to gain, wily, crafty, cunning"
17798,kerdi/wn,more profitable
17799,ke/rdos,"gain, profit, advantage"
17800,kerdosu/nh,"cunning, craft"
17801,kerdw=|os,bringing gain
17802,kerdw/,the wily one
17804,kerki/zw,to make the web close with the
17805,kerki/s,the rod
17806,ke/rkos,the tail
17807,ke/rkouros,"a light vessel, boat"
17808,*ke/rkura,Corcyra
17809,*ke/rkwy,the Cercopes
17810,ke/rma,a slice
17811,kermati/zw,"to cut small, mince, chop up"
17812,kerma/tion,
17814,ke/rnos,a large earthen dish
17817,kero/detos,bound with
17818,kero/eis,horned
17819,keroi/ac,a rope belonging to the sailyards
17820,kerotupe/w,to butt with the horns
17821,keroulko/s,drawn by the horns
17822,keroutia/w,to toss the horns
17823,kerouxi/s,
17824,kerou=xos,"having horns, horned"
17825,kerofo/ros,horned
17826,kertome/w,to taunt
17827,kerto/mhsis,"jeering, mockery"
17828,kertomi/a,"jeering, mockery"
17830,ke/rxnh,a
17831,kesto/s,"stitched, embroidered"
17832,ke/stra,a fish
17833,keuqa/nw,
17834,keuqmo/s,
17835,keuqmw/n,"a hiding place, hole, corner"
17836,keu=qos,the depths
17837,keu/qw,"to cover quite up, to cover, hide"
17838,kefala/dion,
17839,kefa/laios,of the head
17840,kefalaio/w,"to bring under heads, sum up, state summarily"
17841,kefalaiw/dhs,"capital, principal, chief"
17842,kefalai/wma,the sum total
17843,kefalalgh/s,causing headache
17845,kefalh/,the head
17847,kefa/lion,
17848,kefali/s,part of a shoe
17849,*kexhnai=oi,Gapenians
17850,kexwrisme/nws,separately
17851,*ke/ws,Ceos
17852,khdei/a,"connexion by marriage, alliance"
17853,kh/deios,"cared for, dear, beloved"
17854,khdemoneu/s,
17855,khdemoni/a,"care, solicitude"
17856,khdemoniko/s,"provident, careful"
17857,khdemw/n,one who is in charge
17858,kh/deos,given in charge for burial
17859,khdesth/s,a connexion by marriage
17860,khdesti/a,connexion by marriage
17861,kh/deuma,connexion
17862,khdeuth/s,
17863,khdeu/w,"to take charge of, attend to, tend"
17864,kh/distos,"most worthy of our care, most cared for"
17865,kh=dos,care for
17866,khdo/sunos,anxious
17867,kh/dw,"to trouble, distress, vex"
17868,khqa/rion,a vessel into which the
17869,khki/s,"anything oozing forth, ooze"
17870,khki/w,to gush
17871,kh/leos,burning
17872,khle/w,"to charm, bewitch, enchant, beguile, fascinate"
17873,khlhqmo/s,"enchantment, fascination"
17874,kh/lhma,"a magic charm, spell"
17875,kh/lh,a tumor
17876,kh/lhsis,"an enchanting, fascination"
17877,khlhth/rios,"charming, appeasing"
17878,khlh/ths,one who is ruptured
17879,khlido/w,"to stain, sully, soil"
17880,khli/s,"a stain, spot, defilement"
17881,kh=lon,"a shaft, an arrow"
17882,kh/lwn,a swipe
17883,khmo/s,a muzzle
17884,khmo/w,to muzzle
17885,kh=nsos,the tax
17886,kh/c,the tern
17888,khpeu/s,a gardener
17889,khpeu/w,to rear in a garden
17890,khpi/on,a parterre
17891,khpolo/gos,teaching in a garden
17892,kh=pos,"a garden, orchard, plantation"
17893,khpouriko/s,of
17894,khpouro/s,"keeper of a garden, a gardener."
17895,khrai/nw,"to be sick at heart, to be disquieted, anxious"
17896,*khressifo/rhtos,urged on by the
17897,kh/rinos,"of wax, waxen"
17898,khriokle/pths,stealer of honeycombs
17899,khri/on,a honeycomb
17900,khritrefh/s,born to misery
17901,khrode/ths,
17903,khro/qi,"in the heart, with all the heart, heartily"
17904,khro/omai,to form for oneself of wax
17905,khropagh/s,fastened with wax
17906,khro/plastos,"moulded of wax, waxen"
17908,khrote/xnhs,a modeller in wax
17909,khrotro/fos,"producing wax, waxen"
17910,khroxi/twn,clad in wax
17911,khroxute/w,to make waxen cells
17912,khro/xutos,moulded of wax.
17913,kh/r,the goddess of death
17914,kh=r,the heart
17915,kh/rugma,"that which is cried by a herald, a proclamation, public notice"
17916,khrukei/a,the office of herald
17917,khru/keion,a herald's wand
17918,khru/keuma,"a proclamation, message"
17919,khrukeu/w,to be a herald
17920,khrukiko/s,of heralds
17921,khru/los,the halcyon.
17922,kh=ruc,"a herald, pursuivant, marshal, public messenger"
17923,khru/ssw,"to be a herald, officiate as herald"
17924,kh/teios,of sea monsters
17927,khtw/eis,full of hollows
17928,khfh/n,a drone
17929,khfhnw/dhs,like a drone
17930,*khfiso/s,the Cephisus
17931,khw/dhs,"smelling as of incense, fragrant"
17932,khw/eis,
17933,kibdhleu/w,to adulterate
17934,kibdhli/a,"adulteration, trickery, dishonesty"
17935,ki/bdhlos,"adulterated, spurious, base"
17936,ki/bdos,"dross, alloy."
17937,ki/bisis,"a pouch, wallet"
17938,kibw/tion,
17939,kibwto/s,"a wooden box, chest, coffer"
17940,kigkli/zw,to wag the tail
17941,kigkli/s,the latticed gates
17942,ki/gklos,wagtail
17943,ki/dnamai,to be spread abroad
17944,kiqa/ra,guitar)
17945,kiqari/zw,to play the cithara
17946,kiqa/risis,a playing on the cithara
17947,kiqa/risma,"that which is played on the cithara, a piece of music for it"
17948,ki/qaris,
17949,kiqaristh/s,a player on the cithara
17951,kiqaristu/s,the art of playing the cithara
17952,kiqarw|de/w,to sing to the cithara
17953,kiqarw|di/a,a singing to the cithara
17954,kiqarw|diko/s,of
17955,kiqarw|do/s,"one who plays and sings to the cithara, a harper"
17956,ki/kinnos,a ringlet
17957,ki/ki,the castor berry
17958,kikkabau=,"a cry in imitation of the screechowl's note, toowhit, toowhoo"
17959,kiklh/skw,"to call, summon"
17960,*kiku/nna,Cicynna
17961,ki=kus,"strength, vigour"
17962,ki/kw,"sent away, shook off."
17963,*ki/lic,a Cilician
17965,ki/llos,an ass.
17966,ki/mbic,a niggard
17967,*kimmeriko/s,Cimmerian
17968,*kimme/rioi,the Cimmerians
17969,*kimwli/a,Cimolian earth
17971,kinabra/w,to smell like a goat
17972,ki/nados,a fox
17973,kina/qisma,"motion, rustling"
17974,kinaidi/a,lust
17975,ki/naidos,
17976,kindu/neuma,"a risk, hazard, venture, bold enterprise"
17977,kinduneute/os,one must venture
17978,kinduneuth/s,"a daring, venturesome person"
17979,kinduneutiko/s,adventurous
17980,kinduneu/w,"to be daring, to make a venture, take the risk, do a daring thing"
17981,ki/ndunos,"a danger, risk, hazard, venture, enterprise"
17982,kine/w,"to set in motion, to move"
17983,kinhqmo/s,motion
17984,ki/nhma,"a motion, movement"
17985,ki/nhsis,"movement, motion"
17986,kinhte/os,to be moved
17987,kinhth/r,
17988,kinhth/s,"one that sets agoing, an author"
17989,kinhtiko/s,of
17990,kinna/mwmon,cinnamon
17991,ki/nugma,anything moved about
17992,ki/numai,"to go, move"
17993,kinu/romai,"to utter a plaintive sound, lament, wail"
17994,kinuro/s,"wailing, plaintive"
17995,kinu/ssomai,to sway backwards and forwards
17996,kio/kranon,the capital of a column
17997,*ki/rkh,Circe
17998,ki/rkos,hawk
17999,kirko/w,"to hoop round, secure with rings"
18000,kirna/w,to mix
18002,ki/s,a worm in wood
18003,ki/ssa,the jay
18004,kissa/w,to crave for strange food
18006,ki/sshris,
18007,ki/ssinos,of ivy
18008,*ki/ssios,of
18010,kissopoi/htos,made of ivy
18011,kisso/s,ivy
18013,kissostefh/s,
18014,kissofore/w,to be decked with ivy
18016,kisso/w,to wreathe with ivy
18018,kisswto/s,decked with ivy
18019,ki/sth,"a box, chest"
18020,kisti/s,
18021,kistofo/ros,carrying a chest
18022,kixa/nw,"to reach, hit"
18023,kixh/la,
18024,ki/xlh,a thrush
18025,kixli/zw,to chirp like a thrush
18026,ki/xrhmi,to lend
18027,ki/wn,a pillar
18028,ki/w,to go
18029,klaggai/nw,to give tongue
18030,klagghdo/n,"with a clang, noise, din"
18031,klaggh/,any sharp sound
18032,klagero/s,screaming
18033,kla/dion,
18034,kla/dos,a young slip
18035,kla/zw,to make a sharp piercing sound
18036,kla/istron,
18037,klai/w,"to weep, lament, wail"
18038,klambo/s,mutilated
18039,kla/c,
18040,klasibw=lac,breaking clods
18041,kla/sis,a breaking
18042,kla/sma,"that which is broken off, a fragment, morsel"
18043,klasta/zw,to dress vines
18044,klasto/s,broken in pieces
18045,klauqmo/s,a weeping
18046,klauqmuri/zw,to make to weep
18047,klauqmurismo/s,a crying like a child
18048,klau=ma,"a weeping, wailing"
18049,klausia/w,to wish to weep
18050,klausi/gelws,smiles mixed with tears
18052,klausto/s,"wept, bewailed: to be bewailed, mournful"
18053,kla/w,"to break, break off"
18054,kleenno/s,
18055,kleidi/on,a little key
18056,kleidouxe/w,to have charge of the keys
18057,kleidou=xos,"holding the keys, having charge of"
18058,kleiqri/a,a keyhole;
18059,klei=qron,a bar
18060,kleino/s,"famous, renowned, illustrious"
18061,klei=sis,
18062,klei/s,that which serves for closing
18063,kleisto/s,that can be shut
18064,klei=stron,
18065,kleito/s,
18066,klei/w,"to shut, close, bar"
18067,klei/w,to celebrate
18068,*kleiw/,Clio
18069,kle/mma,a theft
18070,kle/os,"a rumour, report, news"
18071,klepte/os,one must conceal
18072,kle/pths,a thief
18073,kleptiko/s,thieving
18074,klepti/statos,the most arrant thief
18075,kle/ptw,"to steal, filch, purloin"
18076,kleyi/frwn,"deceiving, dissembling"
18078,kle/w,"to tell of, celebrate"
18079,klh/dhn,by name
18080,klhdw/n,an omen
18081,klh/|zw,"to make famous, to celebrate in song, laud"
18082,klh/|zw,to shut
18083,klh/qra,the alder
18087,klhri/on,
18088,klhronome/w,"to receive a share of an inheritance, to inherit a portion"
18089,klhrono/mhma,an inheritance
18090,klhronomi/a,an inheritance
18091,klhrono/mos,one who receives a portion
18092,klhropalh/s,distributed by shaking the lots
18093,klh=ros,a lot;
18094,klhrouxe/w,"to obtain by allotment, to have allotted to one"
18095,klhrouxi/a,the allotment of land to citizens in a foreign country
18096,klhrouxiko/s,of
18097,klhrou=xos,one who held an allotment of land
18098,klhro/w,to appoint
18099,klhrwto/s,appointed by lot
18100,klh=sis,"a calling, call"
18101,klh=|sis,"a shutting up, closing"
18102,klhte/os,"to be called, named"
18103,klhteu/w,to summon into court
18104,klhth/r,"one who calls, a summoner"
18105,klhto/s,"called, invited, welcome"
18106,klh/twr,
18107,klima/kion,
18108,klimakth/r,the round of a ladder
18109,kli=mac,a ladder
18110,kli/ma,"an inclination, slope"
18111,kli/neios,of
18112,kli/nh,"that on which one lies, a couch"
18114,klini/dion,
18115,kliniko/s,that visits his patients in their beds
18117,klinopoio/s,making beds
18118,klinourgo/s,
18119,klinth/r,"a couch, sofa"
18120,kli/nw,"to make to bend, slope"
18121,klisia/des,folding doors
18122,klisi/a,a place for lying down
18123,klisi/hqen,out of
18124,klisi/hnde,into
18125,kli/sion,the outbuildings round a herdman's cot
18126,kli/sis,"a bending, inclination"
18127,klismo/s,a couch
18128,kli/tos,a clime
18131,klone/w,"to drive in confusion, drive before one"
18133,klopai=os,stolen
