book,chapter,verse,position,head,word,new_relation
Luke,3,19,14,γυναικὸς,ἀδελφοῦ,relation
Luke,17,32,4,γυναικὸς,Λώτ,relation
1Tim,5,9,9,γυνή,ἀνδρὸς,relation
Luke,1,18,18,γυνή,μου,relation
Luke,1,13,18,γυνή,σου,relation
Luke,20,33,7,γυνή,τίνος,relation
Mark,12,23,6,γυνή,τίνος,relation
Matt,22,28,5,γυνή,τίνος,relation
Acts,5,7,10,γυνὴ,αὐτοῦ,relation
Luke,1,24,10,γυνὴ,αὐτοῦ,relation
Matt,27,19,12,γυνὴ,αὐτοῦ,relation
Rev,19,7,18,γυνὴ,αὐτοῦ,relation
Luke,8,3,4,γυνὴ,Χουζᾶ,relation
Rev,20,8,12,γωνίαις,γῆς,part-whole
Matt,6,5,19,γωνίαις,πλατειῶν,part-whole
Rev,7,1,12,γωνίας,γῆς,part-whole
2Tim,1,4,5,δακρύων,σου,body part
John,20,25,29,δάκτυλόν,μου,body part
John,20,27,8,δάκτυλόν,σου,body part
Luke,16,24,18,δακτύλου,αὐτοῦ,body part
Mark,7,33,12,δακτύλους,αὐτοῦ,body part
Matt,23,4,16,δακτύλῳ,αὐτῶν,body part
Luke,11,20,5,δακτύλῳ,θεοῦ,body part
Luke,11,46,20,δακτύλων,ὑμῶν,body part
Acts,13,22,18,Δαυὶδ,Ἰεσσαί,relation
Luke,3,32,2,Δαυὶδ,Ἰεσσαὶ,relation
Phil,1,4,5,δεήσει,μου,subject
2Tim,1,3,22,δεήσεσίν,μου,subject
Phil,1,19,11,δεήσεως,ὑμῶν,subject
1Pet,3,12,11,δέησιν,αὐτῶν,subject
Jas,5,16,15,δέησις,δικαίου,subject
Luke,1,13,14,δέησίς,σου,subject
Rev,19,9,11,δεῖπνον,γάμου,other
Rev,19,17,29,δεῖπνον,θεοῦ,possession
Luke,14,24,12,δείπνου,μου,possession
Rev,11,13,13,δέκατον,πόλεως,part-whole
Matt,6,3,14,δεξιά,σου,body part
Acts,5,31,10,δεξιᾷ,αὐτοῦ,body part
Eph,1,20,14,δεξιᾷ,αὐτοῦ,body part
Matt,27,29,16,δεξιᾷ,αὐτοῦ,body part
Rev,2,1,18,δεξιᾷ,αὐτοῦ,body part
1Pet,3,22,5,δεξιᾷ,θεοῦ,body part
Acts,2,33,5,δεξιᾷ,θεοῦ,body part
Col,3,1,16,δεξιᾷ,θεοῦ,body part
Heb,10,12,15,δεξιᾷ,θεοῦ,body part
Rom,8,34,16,δεξιᾷ,θεοῦ,body part
Heb,8,1,14,δεξιᾷ,θρόνου,body part
Heb,12,2,24,δεξιᾷ,θρόνου,body part
Heb,1,3,29,δεξιᾷ,μεγαλωσύνης,body part
Rev,1,17,16,δεξιὰν,αὐτοῦ,body part
Rev,5,1,7,δεξιὰν,καθημένου,body part
Gal,2,9,22,δεξιὰς,κοινωνίας,other
Rev,5,7,9,δεξιᾶς,καθημένου,body part
Rev,1,20,11,δεξιᾶς,μου,body part
Matt,25,33,8,δεξιῶν,αὐτοῦ,body part
Matt,25,34,8,δεξιῶν,αὐτοῦ,body part
Luke,22,69,14,δεξιῶν,δυνάμεως,body part
Mark,14,62,17,δεξιῶν,δυνάμεως,body part
Matt,26,64,21,δεξιῶν,δυνάμεως,body part
Acts,7,55,19,δεξιῶν,θεοῦ,body part
Acts,7,56,17,δεξιῶν,θεοῦ,body part
Mark,16,19,19,δεξιῶν,θεοῦ,body part
Luke,1,11,10,δεξιῶν,θυσιαστηρίου,body part
Acts,2,34,20,δεξιῶν,μου,body part
Heb,1,13,11,δεξιῶν,μου,body part
Luke,20,42,16,δεξιῶν,μου,body part
Mark,10,40,6,δεξιῶν,μου,body part
Mark,12,36,17,δεξιῶν,μου,body part
Matt,20,23,13,δεξιῶν,μου,body part
Matt,22,44,9,δεξιῶν,μου,body part
Acts,2,25,16,δεξιῶν,μού,body part
Mark,10,37,9,δεξιῶν,σου,body part
Matt,20,21,20,δεξιῶν,σου,body part
Acts,16,26,19,δεσμὰ,πάντων,possession
2Tim,1,8,13,δέσμιον,αὐτοῦ,relation
Eph,3,1,8,δέσμιος,Χριστοῦ,relation
Phlm,1,1,3,δέσμιος,Χριστοῦ,relation
Phlm,1,9,15,δέσμιος,Χριστοῦ,relation
Phlm,1,13,16,δεσμοῖς,εὐαγγελίου,other
Phil,1,7,22,δεσμοῖς,μου,possession
Phil,1,14,11,δεσμοῖς,μου,possession
Phil,1,17,15,δεσμοῖς,μου,possession
Mark,7,35,11,δεσμὸς,γλώσσης,object
Phil,1,13,4,δεσμούς,μου,possession
Col,4,18,8,δεσμῶν,μου,possession
Acts,25,21,10,διάγνωσιν,Σεβαστοῦ,subject
Heb,8,9,29,διαθήκῃ,μου,possession
Gal,3,15,6,διαθήκην,ἀνθρώπου,possession
Acts,7,8,5,διαθήκην,περιτομῆς,other
2Cor,3,6,10,διαθήκης,ἀλλὰ,other
Luke,1,72,11,διαθήκης,αὐτοῦ,possession
Rev,11,19,17,διαθήκης,αὐτοῦ,possession
Eph,2,12,18,διαθηκῶν,ἐπαγγελίας,other
1Cor,12,5,3,διαιρέσεις,διακονιῶν,object
1Cor,12,6,3,διαιρέσεις,ἐνεργημάτων,object
1Cor,12,4,3,Διαιρέσεις,χαρισμάτων,object
2Cor,3,9,14,διακονία,δικαιοσύνης,other
2Cor,3,7,6,διακονία,θανάτου,other
2Cor,9,12,5,διακονία,λειτουργίας,other
Rom,15,31,12,διακονία,μου,subject
2Cor,3,8,7,διακονία,πνεύματος,other
2Cor,3,9,6,διακονίᾳ,κατακρίσεως,other
Acts,6,4,9,διακονίᾳ,λόγου,other
2Cor,5,18,19,διακονίαν,καταλλαγῆς,other
Rom,11,13,16,διακονίαν,μου,subject
2Tim,4,5,12,διακονίαν,σου,subject
2Cor,11,8,8,διακονίαν,ὑμῶν,object
Acts,21,19,18,διακονίας,αὐτοῦ,subject
2Cor,11,15,8,διάκονοι,αὐτοῦ,object
2Cor,11,15,12,διάκονοι,δικαιοσύνης,other
2Cor,6,4,7,διάκονοι,θεοῦ,object
2Cor,11,23,2,διάκονοι,Χριστοῦ,object
Rom,16,1,12,διάκονον,ἐκκλησίας,object
Col,1,23,17,διάκονον,οὗ,relation
Rom,15,8,6,διάκονον,περιτομῆς,other
Gal,2,17,13,διάκονος,ἁμαρτίας,object
Col,1,25,1,διάκονος,ἧς,object
Col,1,23,28,διάκονος,οὗ,object
Eph,3,7,1,διάκονος,οὗ,object
Mark,9,35,18,διάκονος,πάντων,object
Mark,10,43,16,διάκονος,ὑμῶν,object
Matt,20,26,15,διάκονος,ὑμῶν,object
Matt,23,11,6,διάκονος,ὑμῶν,object
1Tim,4,6,8,διάκονος,Χριστοῦ,object
Col,1,7,16,διάκονος,Χριστοῦ,object
Rom,13,4,1,διάκονός,θεοῦ,object
Rom,13,4,21,διάκονός,θεοῦ,object
2Cor,3,6,7,διακόνους,διαθήκης,other
Rom,14,1,10,διακρίσεις,διαλογισμῶν,other
1Cor,12,10,8,διακρίσεις,πνευμάτων,object
Heb,5,14,19,διάκρισιν,καὶ,object
Rom,1,21,16,διαλογισμοῖς,αὐτῶν,subject
Luke,9,47,8,διαλογισμὸν,καρδίας,source
Luke,5,22,7,διαλογισμοὺς,αὐτῶν,subject
Luke,6,8,6,διαλογισμοὺς,αὐτῶν,subject
1Cor,3,20,8,διαλογισμοὺς,σοφῶν,subject
Luke,11,17,4,διανοήματα,αὐτῶν,subject
Luke,1,51,9,διανοίᾳ,καρδίας,source
Luke,10,27,32,διανοίᾳ,σου,body part
Matt,22,37,26,διανοίᾳ,σου,body part
Heb,8,10,22,διάνοιαν,αὐτῶν,body part
Heb,10,16,24,διάνοιαν,αὐτῶν,body part
2Pet,3,1,11,διάνοιαν,ὑμῶν,body part
Mark,12,30,23,διανοίας,σου,body part
1Pet,1,13,7,διανοίας,ὑμῶν,body part
1Tim,6,5,3,διαπαρατριβαὶ,ἀνθρώπων,subject
John,7,35,21,διασπορὰν,Ἑλλήνων,location
1Pet,1,1,12,διασπορᾶς,καὶ,location
Rom,10,12,7,διαστολὴ,καὶ,object
Acts,7,53,7,διαταγὰς,ἀγγέλων,source
Rom,13,2,8,διαταγῇ,θεοῦ,subject
Heb,11,23,21,διάταγμα,βασιλέως,subject
John,6,45,10,διδακτοὶ,θεοῦ,subject
1Cor,2,13,13,διδακτοῖς,πνεύματος,subject
1Cor,2,13,8,διδακτοῖς,σοφίας,subject
2Tim,3,10,4,διδασκαλίᾳ,μου,subject
1Tim,4,1,19,διδασκαλίαις,δαιμονίων,subject
Rom,2,20,4,διδάσκαλον,νηπίων,object
Luke,6,40,14,διδάσκαλος,αὐτοῦ,relation
Matt,10,25,9,διδάσκαλος,αὐτοῦ,relation
1Tim,2,7,13,διδάσκαλος,ἐθνῶν,object
John,3,10,11,διδάσκαλος,Ἰσραὴλ,relation
Matt,9,11,19,διδάσκαλος,ὑμῶν,relation
Matt,17,24,17,διδάσκαλος,ὑμῶν,relation
Matt,23,8,9,διδάσκαλος,ὑμῶν,relation
Acts,2,42,7,διδαχῇ,ἀποστόλων,subject
Luke,4,32,6,διδαχῇ,αὐτοῦ,subject
Mark,1,22,6,διδαχῇ,αὐτοῦ,subject
Mark,4,2,13,διδαχῇ,αὐτοῦ,subject
Mark,11,18,24,διδαχῇ,αὐτοῦ,subject
Mark,12,38,5,διδαχῇ,αὐτοῦ,subject
Matt,7,28,16,διδαχῇ,αὐτοῦ,subject
Matt,22,33,9,διδαχῇ,αὐτοῦ,subject
Acts,13,12,13,διδαχῇ,κυρίου,about
2John,1,9,11,διδαχῇ,Χριστοῦ,source
Rev,2,14,12,διδαχὴν,Βαλαάμ,source
Heb,6,2,9,διδαχὴν,καὶ,about
Rev,2,15,8,διδαχὴν,Νικολαϊτῶν,subject
John,18,19,15,διδαχῆς,αὐτοῦ,subject
Matt,16,12,18,διδαχῆς,καὶ,subject
Acts,5,28,18,διδαχῆς,ὑμῶν,subject
Matt,22,9,7,διεξόδους,ὁδῶν,part-whole
Rom,2,5,19,δικαιοκρισίας,θεοῦ,subject
Heb,10,38,4,δίκαιός,μου,relation
2Cor,9,9,9,δικαιοσύνη,αὐτοῦ,characterized by
2Cor,5,21,13,δικαιοσύνη,θεοῦ,characterized by
Rom,1,17,3,δικαιοσύνη,θεοῦ,characterized by
Rom,3,21,6,δικαιοσύνη,θεοῦ,characterized by
Rom,3,22,3,δικαιοσύνη,θεοῦ,characterized by
Matt,5,20,8,δικαιοσύνη,ὑμῶν,characterized by
Rom,10,3,15,δικαιοσύνῃ,θεοῦ,source
2Pet,1,1,18,δικαιοσύνῃ,καὶ,characterized by
Matt,6,33,9,δικαιοσύνην,αὐτοῦ,source
Jas,1,20,5,δικαιοσύνην,θεοῦ,source
Rom,3,5,6,δικαιοσύνην,θεοῦ,characterized by
Rom,10,3,5,δικαιοσύνην,θεοῦ,characterized by
Matt,6,1,5,δικαιοσύνην,ὑμῶν,characterized by
Rom,3,25,16,δικαιοσύνης,αὐτοῦ,characterized by
Rom,3,26,11,δικαιοσύνης,αὐτοῦ,characterized by
Rom,4,11,9,δικαιοσύνης,πίστεως,other
Rom,4,13,21,δικαιοσύνης,πίστεως,other
2Cor,9,10,23,δικαιοσύνης,ὑμῶν,characterized by
Rom,1,32,5,δικαίωμα,θεοῦ,subject
Rom,8,4,5,δικαίωμα,νόμου,part-whole
Rev,19,8,15,δικαιώματα,ἁγίων,subject
Heb,9,1,7,δικαιώματα,λατρείας,about
Rom,2,26,8,δικαιώματα,νόμου,part-whole
Heb,9,10,10,δικαιώματα,σαρκὸς,about
Rev,15,4,26,δικαιώματά,σου,subject
Rom,5,18,15,δικαιώματος,ἑνὸς,subject
Rom,5,18,22,δικαίωσιν,ζωῆς,other
Rom,4,25,12,δικαίωσιν,ἡμῶν,object
Jude,1,7,22,δίκην,πυρὸς,other
Luke,5,6,12,δίκτυα,αὐτῶν,possession
Matt,4,21,28,δίκτυα,αὐτῶν,possession
Luke,5,4,17,δίκτυα,ὑμῶν,possession
John,21,8,24,δίκτυον,ἰχθύων,contents
Luke,18,12,4,δὶς,σαββάτου,time
Rev,9,16,9,δισμυριάδες,μυριάδων,amount
2Thess,1,4,22,διωγμοῖς,ὑμῶν,object
Acts,17,7,10,δογμάτων,Καίσαρος,source
2Cor,8,2,5,δοκιμῇ,θλίψεως,material
2Cor,2,9,10,δοκιμὴν,ὑμῶν,object
2Cor,13,3,8,δοκιμὴν,Χριστοῦ,about
2Cor,9,13,5,δοκιμῆς,διακονίας,other
1Pet,1,7,6,δοκίμιον,πίστεως,characterized by
Jas,1,3,7,δοκίμιον,πίστεως,characterized by
1Cor,15,41,11,δόξα,ἀστέρων,characterized by
1Pet,1,24,9,δόξα,αὐτῆς,characterized by
1Cor,15,40,12,δόξα,ἐπουρανίων,characterized by
1Cor,15,41,3,δόξα,ἡλίου,characterized by
1Thess,2,20,6,δόξα,ἡμῶν,characterized by
Rev,21,23,19,δόξα,θεοῦ,characterized by
Luke,2,9,8,δόξα,κυρίου,characterized by
John,8,54,9,δόξα,μου,characterized by
1Cor,15,41,7,δόξα,σελήνης,characterized by
Eph,3,13,14,δόξα,ὑμῶν,characterized by
2Cor,8,23,16,δόξα,Χριστοῦ,characterized by
John,12,43,6,δόξαν,ἀνθρώπων,characterized by
1Pet,5,10,12,δόξαν,αὐτοῦ,characterized by
John,1,14,14,δόξαν,αὐτοῦ,characterized by
John,2,11,16,δόξαν,αὐτοῦ,characterized by
John,12,41,8,δόξαν,αὐτοῦ,characterized by
Luke,9,32,16,δόξαν,αὐτοῦ,characterized by
Luke,24,26,12,δόξαν,αὐτοῦ,characterized by
Rom,3,7,15,δόξαν,αὐτοῦ,characterized by
Luke,4,6,15,δόξαν,αὐτῶν,characterized by
Matt,4,8,21,δόξαν,αὐτῶν,characterized by
Rev,21,24,17,δόξαν,αὐτῶν,characterized by
1Cor,2,7,18,δόξαν,ἡμῶν,characterized by
1Cor,10,31,12,δόξαν,θεοῦ,characterized by
2Cor,4,15,20,δόξαν,θεοῦ,characterized by
Acts,7,55,12,δόξαν,θεοῦ,characterized by
John,11,40,15,δόξαν,θεοῦ,characterized by
John,12,43,12,δόξαν,θεοῦ,characterized by
Phil,2,11,11,δόξαν,θεοῦ,object
Rev,21,11,5,δόξαν,θεοῦ,characterized by
Rom,1,23,7,δόξαν,θεοῦ,characterized by
Rom,15,7,13,δόξαν,θεοῦ,characterized by
2Cor,3,18,8,δόξαν,κυρίου,characterized by
2Cor,8,19,24,δόξαν,κυρίου,characterized by
Luke,2,32,7,δόξαν,λαοῦ,characterized by
John,8,50,7,δόξαν,μου,characterized by
John,7,18,16,δόξαν,πέμψαντος,characterized by
2Cor,3,7,29,δόξαν,προσώπου,characterized by
Luke,12,27,19,δόξῃ,αὐτοῦ,characterized by
Matt,6,29,11,δόξῃ,αὐτοῦ,characterized by
Matt,25,31,11,δόξῃ,αὐτοῦ,characterized by
Luke,9,26,22,δόξῃ,καὶ,characterized by
Mark,8,38,31,δόξῃ,πατρὸς,characterized by
Matt,16,27,12,δόξῃ,πατρὸς,characterized by
Mark,10,37,20,δόξῃ,σου,characterized by
1Pet,4,13,16,δόξης,αὐτοῦ,characterized by
Col,1,11,10,δόξης,αὐτοῦ,characterized by
Eph,1,12,8,δόξης,αὐτοῦ,characterized by
Eph,1,14,15,δόξης,αὐτοῦ,characterized by
Eph,3,16,9,δόξης,αὐτοῦ,characterized by
Jude,1,24,12,δόξης,αὐτοῦ,characterized by
Matt,19,28,26,δόξης,αὐτοῦ,characterized by
Matt,25,31,23,δόξης,αὐτοῦ,characterized by
Phil,3,21,13,δόξης,αὐτοῦ,characterized by
Rev,18,1,20,δόξης,αὐτοῦ,characterized by
Rom,9,23,8,δόξης,αὐτοῦ,characterized by
1Tim,1,11,8,δόξης,θεοῦ,characterized by
2Cor,4,6,23,δόξης,θεοῦ,characterized by
John,11,4,18,δόξης,θεοῦ,characterized by
Rev,15,8,10,δόξης,θεοῦ,characterized by
Rom,3,23,9,δόξης,θεοῦ,characterized by
Rom,5,2,23,δόξης,θεοῦ,characterized by
2Thess,1,9,15,δόξης,ἰσχύος,characterized by
Titus,2,13,12,δόξης,καὶ,characterized by
Eph,1,18,24,δόξης,κληρονομίας,characterized by
2Thess,2,14,13,δόξης,κυρίου,characterized by
2Pet,1,17,15,δόξης,μεγαλοπρεποῦς,characterized by
Col,1,27,12,δόξης,μυστηρίου,characterized by
Rom,6,4,20,δόξης,πατρός,characterized by
Rom,8,21,18,δόξης,τέκνων,characterized by
Acts,22,11,9,δόξης,φωτὸς,characterized by
Eph,1,6,5,δόξης,χάριτος,characterized by
2Cor,4,4,24,δόξης,Χριστοῦ,characterized by
Acts,2,18,11,δούλας,μου,relation
Rom,8,21,11,δουλείας,φθορᾶς,other
Luke,1,38,7,δούλη,κυρίου,relation
Luke,1,48,8,δούλης,αὐτοῦ,relation
Rom,6,17,9,δοῦλοι,ἁμαρτίας,object
Rom,6,20,6,δοῦλοι,ἁμαρτίας,object
1Cor,7,23,6,δοῦλοι,ἀνθρώπων,relation
John,4,51,7,δοῦλοι,αὐτοῦ,relation
Rev,19,5,15,δοῦλοι,αὐτοῦ,relation
Rev,22,3,21,δοῦλοι,αὐτοῦ,relation
1Pet,2,16,14,δοῦλοι,θεοῦ,relation
Acts,16,17,14,δοῦλοι,θεοῦ,relation
Matt,13,27,6,δοῦλοι,οἰκοδεσπότου,relation
2Pet,2,19,8,δοῦλοι,φθορᾶς,relation
Eph,6,6,9,δοῦλοι,Χριστοῦ,relation
Phil,1,1,5,δοῦλοι,Χριστοῦ,relation
Mark,13,34,12,δούλοις,αὐτοῦ,relation
Matt,22,8,5,δούλοις,αὐτοῦ,relation
Rev,1,1,12,δούλοις,αὐτοῦ,relation
Rev,22,6,26,δούλοις,αὐτοῦ,relation
Acts,4,29,14,δούλοις,σου,relation
Rev,11,18,22,δούλοις,σου,relation
John,18,10,12,δοῦλον,ἀρχιερέως,relation
Luke,22,50,8,δοῦλον,ἀρχιερέως,relation
Mark,14,47,13,δοῦλον,ἀρχιερέως,relation
Matt,26,51,19,δοῦλον,ἀρχιερέως,relation
Luke,7,3,19,δοῦλον,αὐτοῦ,relation
Luke,14,17,5,δοῦλον,αὐτοῦ,relation
2Tim,2,24,3,δοῦλον,κυρίου,relation
Luke,2,29,5,δοῦλόν,σου,relation
Luke,7,2,1,δοῦλος,Ἑκατοντάρχου,relation
Titus,1,1,3,δοῦλος,θεοῦ,relation
Jude,1,1,2,δοῦλος,Ἰησοῦ,relation
Jas,1,1,3,δοῦλος,καὶ,relation
Mark,10,44,10,δοῦλος,πάντων,relation
Matt,20,27,10,δοῦλος,ὑμῶν,relation
Col,4,12,8,δοῦλος,Χριστοῦ,relation
Gal,1,10,16,δοῦλος,Χριστοῦ,relation
Rom,1,1,3,δοῦλος,Χριστοῦ,relation
John,8,34,18,δοῦλός,ἁμαρτίας,relation
1Cor,7,22,16,δοῦλός,Χριστοῦ,relation
Rev,15,3,9,δούλου,θεοῦ,relation
Luke,15,22,8,δούλους,αὐτοῦ,relation
Matt,21,34,11,δούλους,αὐτοῦ,relation
Matt,21,35,7,δούλους,αὐτοῦ,relation
Matt,22,3,5,δούλους,αὐτοῦ,relation
Matt,22,6,7,δούλους,αὐτοῦ,relation
Luke,19,13,5,δούλους,ἑαυτοῦ,relation
Rev,10,7,22,δούλους,ἑαυτοῦ,relation
Rev,7,3,17,δούλους,θεοῦ,relation
Acts,2,18,6,δούλους,μου,relation
2Cor,4,5,12,δούλους,ὑμῶν,relation
Luke,14,21,17,δούλῳ,αὐτοῦ,relation
Rev,1,1,27,δούλῳ,αὐτοῦ,relation
Luke,7,8,27,δούλῳ,μου,relation
Matt,8,9,26,δούλῳ,μου,relation
John,18,26,7,δούλων,ἀρχιερέως,relation
Matt,18,23,17,δούλων,αὐτοῦ,relation
Rev,19,2,28,δούλων,αὐτοῦ,relation
Rev,14,16,10,δρέπανον,αὐτοῦ,possession
Rev,14,19,7,δρέπανον,αὐτοῦ,possession
Rev,14,18,25,δρέπανον,σου,possession
Rev,14,15,20,δρέπανόν,σου,possession
Acts,20,24,13,δρόμον,μου,subject
Rev,1,16,30,δυνάμει,αὐτοῦ,characterized by
1Cor,2,5,13,δυνάμει,θεοῦ,characterized by
1Pet,1,5,4,δυνάμει,θεοῦ,characterized by
2Cor,6,7,6,δυνάμει,θεοῦ,characterized by
Rom,15,19,4,δυνάμει,καὶ,characterized by
1Cor,5,4,18,δυνάμει,κυρίου,characterized by
Luke,4,14,9,δυνάμει,πνεύματος,characterized by
Rom,15,13,24,δυνάμει,πνεύματος,characterized by
Heb,6,5,9,δυνάμεις,αἰῶνος,other
Matt,11,20,12,δυνάμεις,αὐτοῦ,subject
Luke,21,26,15,δυνάμεις,οὐρανῶν,location
Matt,24,29,31,δυνάμεις,οὐρανῶν,location
1Cor,6,14,14,δυνάμεως,αὐτοῦ,characterized by
2Pet,1,3,7,δυνάμεως,αὐτοῦ,characterized by
2Thess,1,7,19,δυνάμεως,αὐτοῦ,characterized by
Eph,1,19,8,δυνάμεως,αὐτοῦ,characterized by
Eph,3,7,19,δυνάμεως,αὐτοῦ,characterized by
Rev,15,8,15,δυνάμεως,αὐτοῦ,characterized by
2Cor,13,4,10,δυνάμεως,θεοῦ,characterized by
2Cor,13,4,23,δυνάμεως,θεοῦ,characterized by
Luke,22,69,16,δυνάμεως,θεοῦ,characterized by
Rev,18,3,31,δυνάμεως,στρήνους,characterized by
Phil,3,10,8,δύναμιν,ἀναστάσεως,characterized by
2Tim,3,5,7,δύναμιν,αὐτῆς,characterized by
Rev,13,2,29,δύναμιν,αὐτοῦ,characterized by
Luke,10,19,18,δύναμιν,ἐχθροῦ,characterized by
Heb,7,16,11,δύναμιν,ζωῆς,characterized by
1Cor,1,24,10,δύναμιν,θεοῦ,characterized by
2Tim,1,8,20,δύναμιν,θεοῦ,characterized by
Mark,12,24,17,δύναμιν,θεοῦ,characterized by
Matt,22,29,16,δύναμιν,θεοῦ,characterized by
Heb,11,34,3,δύναμιν,πυρός,characterized by
1Cor,14,11,8,δύναμιν,φωνῆς,characterized by
Rom,9,17,19,δύναμίν,μου,characterized by
Rev,11,17,18,δύναμίν,σου,characterized by
1Cor,15,56,12,δύναμις,ἁμαρτίας,characterized by
Rom,1,20,15,δύναμις,αὐτοῦ,characterized by
1Cor,1,18,17,δύναμις,θεοῦ,characterized by
Acts,8,10,14,Δύναμις,θεοῦ,characterized by
Rom,1,16,8,δύναμις,θεοῦ,characterized by
Luke,5,17,31,δύναμις,κυρίου,characterized by
Luke,1,35,14,δύναμις,Ὑψίστου,characterized by
2Cor,12,9,30,δύναμις,Χριστοῦ,characterized by
Rom,9,22,13,δυνατὸν,αὐτοῦ,characterized by
Acts,19,22,8,δύο,διακονούντων,part-whole
Acts,26,7,5,δωδεκάφυλον,ἡμῶν,relation
Luke,21,1,11,δῶρα,αὐτῶν,possession
Acts,10,45,20,δωρεὰ,πνεύματος,specification
2Cor,9,15,7,δωρεᾷ,αὐτοῦ,source
Acts,8,20,18,δωρεὰν,θεοῦ,source
John,4,10,11,δωρεὰν,θεοῦ,source
Acts,2,38,26,δωρεὰν,πνεύματος,specification
Eph,3,7,8,δωρεὰν,χάριτος,specification
Rom,5,17,24,δωρεᾶς,δικαιοσύνης,specification
Eph,4,7,14,δωρεᾶς,Χριστοῦ,source
Heb,11,4,19,δώροις,αὐτοῦ,possession
Eph,2,8,13,δῶρον,θεοῦ,source
Matt,5,23,6,δῶρόν,σου,possession
Matt,5,24,5,δῶρόν,σου,possession
Matt,5,24,22,δῶρόν,σου,possession
Luke,3,35,10,Ἔβερ,Σαλὰ,relation
Heb,7,22,4,ἔγγυος,διαθήκης,other
Rev,16,18,16,ἐγένοντο,οὗ,time
Matt,27,53,9,ἔγερσιν,αὐτοῦ,object
Matt,19,44,19,ἔγνως,ὧν,other
2Cor,11,32,5,ἐθνάρχης,Ἁρέτα,relation
Acts,26,4,16,ἔθνει,μου,relation
Luke,12,30,7,ἔθνη,κόσμου,location
Acts,17,26,7,ἔθνος,ἀνθρώπων,material
Luke,7,5,5,ἔθνος,ἡμῶν,relation
Luke,23,2,11,ἔθνος,ἡμῶν,relation
Acts,24,17,10,ἔθνος,μου,relation
Acts,8,9,16,ἔθνος,Σαμαρείας,location
Acts,10,22,19,ἔθνους,Ἰουδαίων,material
Acts,28,19,12,ἔθνους,μου,relation
Luke,2,42,12,ἔθος,ἑορτῆς,other
Luke,1,9,5,ἔθος,ἱερατείας,other
Acts,26,13,1,εἶδον,ἡμέρας,time
Luke,9,29,10,εἶδος,προσώπου,other
1Thess,5,22,4,εἴδους,πονηροῦ,other
Luke,2,27,25,εἰθισμένον,νόμου,subject
Heb,10,1,14,εἰκόνα,πραγμάτων,other
Rev,13,15,9,εἰκόνι,θηρίου,other
Rev,13,15,27,εἰκόνι,θηρίου,other
Rom,1,23,13,εἰκόνος,καὶ,other
Rom,8,29,10,εἰκόνος,υἱοῦ,other
2Cor,4,4,29,εἰκὼν,θεοῦ,other
Col,1,15,5,εἰκὼν,θεοῦ,other
Rev,13,15,16,εἰκὼν,θηρίου,other
Acts,4,25,8,εἰπών,στόματος,other
Phil,4,7,5,εἰρήνη,θεοῦ,other
Col,3,15,5,εἰρήνη,Χριστοῦ,other
Mark,5,22,5,εἷς,ἀρχισυναγώγων,part-whole
Mark,12,28,5,εἷς,γραμματέων,part-whole
Luke,23,39,5,Εἷς,κακούργων,part-whole
John,12,4,8,εἷς,μαθητῶν,part-whole
John,19,34,4,εἷς,στρατιωτῶν,part-whole
John,18,22,8,εἷς,ὑπηρετῶν,part-whole
Luke,5,19,4,εἰσενέγκωσιν,ποίας,other
Luke,7,45,8,εἰσῆλθον,ἧς,time
1Thess,2,1,7,εἴσοδον,ἡμῶν,subject
Acts,13,24,7,εἰσόδου,αὐτοῦ,subject
1Cor,12,18,10,ἕκαστον,αὐτῶν,part-whole
Heb,11,21,6,ἕκαστον,υἱῶν,part-whole
1Thess,4,4,3,ἕκαστον,ὑμῶν,part-whole
Heb,6,11,4,ἕκαστον,ὑμῶν,part-whole
Acts,11,29,9,ἕκαστος,αὐτῶν,part-whole
Rom,14,12,3,ἕκαστος,ἡμῶν,part-whole
Rom,15,2,2,ἕκαστος,ἡμῶν,part-whole
Rev,21,21,11,ἕκαστος,πυλώνων,part-whole
1Cor,1,12,6,ἕκαστος,ὑμῶν,part-whole
1Cor,16,2,5,ἕκαστος,ὑμῶν,part-whole
Acts,2,38,9,ἕκαστος,ὑμῶν,part-whole
Luke,13,15,10,ἕκαστος,ὑμῶν,part-whole
Acts,21,26,30,ἑκάστου,αὐτῶν,part-whole
Acts,17,27,18,ἑκάστου,ἡμῶν,part-whole
1Cor,15,38,12,ἑκάστῳ,σπερμάτων,part-whole
Acts,27,1,21,ἑκατοντάρχῃ,σπείρης,relation
Heb,13,7,17,ἔκβασιν,ἀναστροφῆς,subject
Luke,18,8,7,ἐκδίκησιν,αὐτῶν,object
Luke,18,7,10,ἐκδίκησιν,ἐκλεκτῶν,object
1Pet,2,14,9,ἐκδίκησιν,κακοποιῶν,object
Heb,10,27,5,ἐκδοχὴ,κρίσεως,object
1Tim,3,15,15,ἐκκλησία,θεοῦ,relation
1Cor,1,2,4,ἐκκλησίᾳ,θεοῦ,relation
1Cor,10,32,11,ἐκκλησίᾳ,θεοῦ,relation
2Cor,1,1,15,ἐκκλησίᾳ,θεοῦ,relation
1Thess,1,1,8,ἐκκλησίᾳ,Θεσσαλονικέων,material
2Thess,1,1,8,ἐκκλησίᾳ,Θεσσαλονικέων,material
Col,4,16,13,ἐκκλησίᾳ,Λαοδικέων,material
