,book,chapter,verse,position,head,word
1049,Luke,8,42,14,ὑπάγειν,τῷ
1050,Luke,8,43,11,προσαναλώσασα,ἰατροῖς
1051,Luke,8,47,12,προσπεσοῦσα,αὐτῷ
1052,Luke,8,50,6,ἀπεκρίθη,αὐτῷ
1053,Luke,8,55,11,δοθῆναι,αὐτῇ
1054,Luke,8,56,9,παρήγγειλεν,αὐτοῖς
1055,Luke,9,1,6,ἔδωκεν,αὐτοῖς
1056,Luke,9,10,6,διηγήσαντο,αὐτῷ
1057,Luke,9,11,6,ἠκολούθησαν,αὐτῷ
1058,Luke,9,11,11,ἐλάλει,αὐτοῖς
1059,Luke,9,13,6,Δότε,αὐτοῖς
1060,Luke,9,13,14,εἰσὶν,ἡμῖν
1061,Luke,9,16,21,ἐδίδου,μαθηταῖς
1062,Luke,9,16,24,παραθεῖναι,ὄχλῳ
1063,Luke,9,17,10,περισσεῦσαν,αὐτοῖς
1064,Luke,9,18,4,προσευχόμενον,τῷ
1065,Luke,9,18,11,συνῆσαν,αὐτῷ
1066,Luke,9,21,4,ἐπιτιμήσας,αὐτοῖς
1067,Luke,9,22,24,ἐγερθῆναι,ἡμέρᾳ
1068,Luke,9,23,22,ἀκολουθείτω,μοι
1069,Luke,9,29,4,προσεύχεσθαι,τῷ
1070,Luke,9,30,6,συνελάλουν,αὐτῷ
1071,Luke,9,32,10,βεβαρημένοι,ὕπνῳ
1072,Luke,9,32,23,συνεστῶτας,αὐτῷ
1073,Luke,9,33,4,διαχωρίζεσθαι,τῷ
1074,Luke,9,34,13,εἰσελθεῖν,τῷ
1075,Luke,9,36,3,γενέσθαι,τῷ
1076,Luke,9,36,14,ἀπήγγειλαν,οὐδενὶ
1077,Luke,9,37,5,Ἐγένετο,ἡμέρᾳ
1078,Luke,9,37,12,συνήντησεν,αὐτῷ
1079,Luke,9,38,19,ἐστιν,μοί
1080,Luke,9,42,16,ἐπετίμησεν,πνεύματι
1081,Luke,9,42,27,ἀπέδωκεν,πατρὶ
1082,Luke,9,43,13,ἐποίει,πᾶσιν
1083,Luke,9,43,14,ἐποίει,οἷς
1084,Luke,9,51,4,συμπληροῦσθαι,τῷ
1085,Luke,9,52,15,ἑτοιμάσαι,αὐτῷ
1086,Luke,9,55,4,ἐπετίμησεν,αὐτοῖς
1087,Luke,9,57,12,Ἀκολουθήσω,σοι
1088,Luke,9,59,6,Ἀκολούθει,μοι
1089,Luke,9,59,12,ἐπίτρεψόν,μοι
1090,Luke,9,59,13,θάψαι,ἀπελθόντι
1091,Luke,9,61,6,Ἀκολουθήσω,σοι
1092,Luke,9,61,11,ἐπίτρεψόν,μοι
1093,Luke,9,61,13,ἀποτάξασθαι,τοῖς
1094,Luke,9,62,19,ἐστιν,βασιλείᾳ
1095,Luke,10,8,13,παρατιθέμενα,ὑμῖν
1096,Luke,10,11,6,κολληθέντα,ἡμῖν
1097,Luke,10,11,15,ἀπομασσόμεθα,ὑμῖν
1098,Luke,10,12,4,ἔσται,Σοδόμοις
1099,Luke,10,12,13,ἢ,πόλει
1100,Luke,10,13,10,καὶ,Τύρῳ
1101,Luke,10,13,12,καὶ,Σιδῶνι
1102,Luke,10,13,23,καὶ,σάκκῳ
1103,Luke,10,13,25,καὶ,σποδῷ
1104,Luke,10,14,2,καὶ,Τύρῳ
1105,Luke,10,14,4,καὶ,Σιδῶνι
1106,Luke,10,14,11,ἢ,ὑμῖν
1107,Luke,10,17,14,ὑποτάσσεται,ἡμῖν
1108,Luke,10,19,3,δέδωκα,ὑμῖν
1109,Luke,10,20,9,ὑποτάσσεται,ὑμῖν
1110,Luke,10,21,7,ἠγαλλιάσατο,πνεύματι
1111,Luke,10,21,13,Ἐξομολογοῦμαί,σοι
1112,Luke,10,21,31,ἀπεκάλυψας,νηπίοις
1113,Luke,10,22,2,παρεδόθη,μοι
1114,Luke,10,22,29,ἀποκαλύψαι,ᾧ
1115,Luke,10,30,14,περιέπεσεν,λῃσταῖς
1116,Luke,10,35,10,ἔδωκεν,πανδοχεῖ
1117,Luke,10,35,22,ἐπανέρχεσθαί,τῷ
1118,Luke,10,35,26,ἀποδώσω,σοι
1119,Luke,10,36,7,δοκεῖ,σοι
1120,Luke,10,38,3,πορεύεσθαι,τῷ
1121,Luke,10,39,2,ἦν,τῇδε
1122,Luke,10,40,14,μέλει,σοι
1123,Luke,10,40,27,συναντιλάβηται,μοι
1124,Luke,11,1,4,προσευχόμενον,τῷ
1125,Luke,11,3,7,δίδου,ἡμῖν
1126,Luke,11,4,3,ἄφες,ἡμῖν
1127,Luke,11,4,11,ὀφείλοντι,παντὶ
1128,Luke,11,4,13,ὀφείλοντι,ἡμῖν
1129,Luke,11,4,12,ἀφίομεν,ὀφείλοντι
1130,Luke,11,5,20,χρῆσόν,μοι
1131,Luke,11,6,14,παραθήσω,αὐτῷ
1132,Luke,11,7,6,πάρεχε,μοι
1133,Luke,11,7,27,δοῦναί,σοι
1134,Luke,11,8,21,δώσει,αὐτῷ
1135,Luke,11,9,7,δοθήσεται,ὑμῖν
1136,Luke,11,9,14,ἀνοιγήσεται,ὑμῖν
1137,Luke,11,10,11,κρούοντι,τῷ
1138,Luke,11,10,12,ἀνοιγήσεται,κρούοντι
1139,Luke,11,11,15,ἐπιδώσει,αὐτῷ
1140,Luke,11,12,6,ἐπιδώσει,αὐτῷ
1141,Luke,11,13,11,διδόναι,τέκνοις
1142,Luke,11,13,23,αἰτοῦσιν,τοῖς
1143,Luke,11,13,24,δώσει,αἰτοῦσιν
1144,Luke,11,29,19,δοθήσεται,αὐτῇ
1145,Luke,11,30,6,ἐγένετο,Νινευίταις
1146,Luke,11,30,16,ἔσται,γενεᾷ
1147,Luke,11,36,21,φωτίζῃ,ἀστραπῇ
1148,Luke,11,37,3,λαλῆσαι,τῷ
1149,Luke,11,41,10,ἐστιν,ὑμῖν
1150,Luke,11,46,24,προσψαύετε,φορτίοις
1151,Luke,11,48,7,συνευδοκεῖτε,ἔργοις
1152,Luke,12,1,19,Προσέχετε,ἑαυτοῖς
1153,Luke,12,5,3,ὑποδείξω,ὑμῖν
1154,Luke,12,10,12,ἀφεθήσεται,αὐτῷ
1155,Luke,12,10,13,βλασφημήσαντι,τῷ
1156,Luke,12,10,19,ἀφεθήσεται,βλασφημήσαντι
1157,Luke,12,15,14,περισσεύειν,τῷ
1158,Luke,12,15,16,περισσεύειν,τινὶ
1159,Luke,12,15,24,ὑπαρχόντων,αὐτῷ
1160,Luke,12,20,9,ἀπαιτοῦσιν,νυκτὶ
1161,Luke,12,20,19,ἔσται,τίνι
1162,Luke,12,21,4,θησαυρίζων,ἑαυτῷ
1163,Luke,12,22,14,μεριμνᾶτε,ψυχῇ
1164,Luke,12,22,19,ἐνδύσησθε,σώματι
1165,Luke,12,24,9,ἔστιν,οἷς
1166,Luke,12,31,9,προστεθήσεται,ὑμῖν
1167,Luke,12,32,12,δοῦναι,ὑμῖν
1168,Luke,12,33,9,ποιήσατε,ἑαυτοῖς
1169,Luke,12,36,20,ἀνοίξωσιν,αὐτῷ
1170,Luke,12,37,22,διακονήσει,αὐτοῖς
1171,Luke,12,39,10,ἔρχεται,ὥρᾳ
1172,Luke,12,40,7,δοκεῖτε,ὥρᾳ
1173,Luke,12,44,6,ὑπάρχουσιν,πᾶσιν
1174,Luke,12,44,7,ὑπάρχουσιν,τοῖς
1175,Luke,12,46,9,προσδοκᾷ,ᾗ
1176,Luke,12,46,15,γινώσκει,ᾗ
1177,Luke,12,48,11,ἐδόθη,παντὶ
1178,Luke,12,48,13,ἐδόθη,ᾧ
1179,Luke,12,48,21,παρέθεντο,ᾧ
1180,Luke,12,58,30,παραδώσει,πράκτορι
1181,Luke,13,1,9,ἀπαγγέλλοντες,αὐτῷ
1182,Luke,13,13,3,ἐπέθηκεν,αὐτῇ
1183,Luke,13,14,8,ἐθεράπευσεν,σαββάτῳ
1184,Luke,13,14,31,καὶ,ἡμέρᾳ
1185,Luke,13,15,3,ἀπεκρίθη,αὐτῷ
1186,Luke,13,15,12,λύει,σαββάτῳ
1187,Luke,13,16,23,λυθῆναι,ἡμέρᾳ
1188,Luke,13,17,9,ἀντικείμενοι,αὐτῷ
1189,Luke,13,17,19,γινομένοις,τοῖς
1190,Luke,13,18,3,ἐστὶν,Τίνι
1191,Luke,13,18,11,ὁμοιώσω,τίνι
1192,Luke,13,19,3,ἐστὶν,κόκκῳ
1193,Luke,13,20,4,ὁμοιώσω,Τίνι
1194,Luke,13,21,3,ἐστὶν,ζύμῃ
1195,Luke,13,25,22,ἄνοιξον,ἡμῖν
1196,Luke,13,32,20,τελειοῦμαι,τρίτῃ
1197,Luke,13,33,8,ἐχομένῃ,τῇ
1198,Luke,13,33,9,καὶ,ἐχομένῃ
1199,Luke,13,35,3,ἀφίεται,ὑμῖν
1200,Luke,14,1,4,ἐλθεῖν,τῷ
1201,Luke,14,1,14,ἐλθεῖν,σαββάτῳ
1202,Luke,14,3,14,θεραπεῦσαι,σαββάτῳ
1203,Luke,14,9,11,Δὸς,τούτῳ
1204,Luke,14,10,23,ἔσται,σοι
1205,Luke,14,10,29,συνανακειμένων,σοι
1206,Luke,14,12,4,κεκληκότι,τῷ
1207,Luke,14,12,36,γένηται,σοι
1208,Luke,14,14,8,ἀνταποδοῦναί,σοι
1209,Luke,14,14,11,ἀνταποδοθήσεται,σοι
1210,Luke,14,17,7,ἀπέστειλεν,ὥρᾳ
1211,Luke,14,17,11,κεκλημένοις,τοῖς
1212,Luke,14,21,7,ἀπήγγειλεν,κυρίῳ
1213,Luke,14,25,3,Συνεπορεύοντο,αὐτῷ
1214,Luke,14,29,14,ἐμπαίζειν,αὐτῷ
1215,Luke,14,31,6,συμβαλεῖν,βασιλεῖ
1216,Luke,14,31,21,ἐρχομένῳ,τῷ
1217,Luke,14,31,25,ὑπαντῆσαι,ἐρχομένῳ
1218,Luke,14,33,9,ὑπάρχουσιν,πᾶσιν
1219,Luke,14,33,10,ὑπάρχουσιν,τοῖς
1220,Luke,14,33,12,ἀποτάσσεται,ὑπάρχουσιν
1221,Luke,15,1,3,ἐγγίζοντες,αὐτῷ
1222,Luke,15,2,16,συνεσθίει,αὐτοῖς
1223,Luke,15,6,15,Συγχάρητέ,μοι
1224,Luke,15,9,10,Συγχάρητέ,μοι
1225,Luke,15,12,10,δός,μοι
1226,Luke,15,12,19,διεῖλεν,αὐτοῖς
1227,Luke,15,16,17,ἐδίδου,αὐτῷ
1228,Luke,15,17,15,ἀπόλλυμαι,λιμῷ
1229,Luke,15,25,15,ἤγγισεν,οἰκίᾳ
1230,Luke,15,29,12,δουλεύω,σοι
1231,Luke,15,29,19,ἔδωκας,ἐμοὶ
1232,Luke,15,30,16,ἔθυσας,αὐτῷ
1233,Luke,16,1,17,διεβλήθη,αὐτῷ
1234,Luke,16,5,16,ὀφείλεις,κυρίῳ
1235,Luke,16,9,5,ποιήσατε,ἑαυτοῖς
1236,Luke,16,11,13,πιστεύσει,ὑμῖν
1237,Luke,16,12,13,δώσει,ὑμῖν
1238,Luke,16,13,5,δουλεύειν,κυρίοις
1239,Luke,16,13,25,δουλεύειν,θεῷ
1240,Luke,16,13,28,καὶ,μαμωνᾷ
1241,Luke,16,28,7,διαμαρτύρηται,αὐτοῖς
1242,Luke,17,2,2,λυσιτελεῖ,αὐτῷ
1243,Luke,17,3,2,προσέχετε,ἑαυτοῖς
1244,Luke,17,3,9,ἐπιτίμησον,αὐτῷ
1245,Luke,17,3,14,ἄφες,αὐτῷ
1246,Luke,17,4,17,ἀφήσεις,αὐτῷ
1247,Luke,17,5,8,Πρόσθες,ἡμῖν
1248,Luke,17,6,25,ὑπήκουσεν,ὑμῖν
1249,Luke,17,8,11,διακόνει,μοι
1250,Luke,17,9,5,ἔχει,δούλῳ
1251,Luke,17,10,9,διαταχθέντα,ὑμῖν
1252,Luke,17,11,4,πορεύεσθαι,τῷ
1253,Luke,17,14,9,ἐπιδείξατε,ἱερεῦσιν
1254,Luke,17,14,13,ὑπάγειν,τῷ
1255,Luke,17,16,10,εὐχαριστῶν,αὐτῷ
1256,Luke,17,18,7,δοῦναι,θεῷ
1257,Luke,17,20,13,ἀπεκρίθη,αὐτοῖς
1258,Luke,17,29,3,ἐξῆλθεν,ἡμέρᾳ
1259,Luke,17,30,6,ἀποκαλύπτεται,ἡμέρᾳ
1260,Luke,17,34,5,ἔσονται,νυκτὶ
1261,Luke,18,5,5,παρέχειν,μοι
1262,Luke,18,7,14,βοώντων,αὐτῷ
1263,Luke,18,11,11,εὐχαριστῶ,σοι
1264,Luke,18,13,24,ἱλάσθητί,μοι
1265,Luke,18,15,3,Προσέφερον,αὐτῷ
1266,Luke,18,15,15,ἐπετίμων,αὐτοῖς
1267,Luke,18,22,9,λείπει,σοι
1268,Luke,18,22,17,διάδος,πτωχοῖς
1269,Luke,18,22,26,ἀκολούθει,μοι
1270,Luke,18,28,11,ἠκολουθήσαμέν,σοι
1271,Luke,18,30,14,ἐρχομένῳ,τῷ
1272,Luke,18,31,21,γεγραμμένα,υἱῷ
1273,Luke,18,32,4,παραδοθήσεται,ἔθνεσιν
1274,Luke,18,33,7,ἀναστήσεται,ἡμέρᾳ
1275,Luke,18,35,4,ἐγγίζειν,τῷ
1276,Luke,18,37,3,ἀπήγγειλαν,αὐτῷ
1277,Luke,18,39,5,ἐπετίμων,αὐτῷ
1278,Luke,18,39,10,ἔκραζεν,πολλῷ
1279,Luke,18,41,2,ποιήσω,σοι
1280,Luke,18,43,6,ἠκολούθει,αὐτῷ
1281,Luke,18,43,18,ἔδωκεν,θεῷ
1282,Luke,19,2,4,καλούμενος,ὀνόματι
1283,Luke,19,3,16,ἦν,ἡλικίᾳ
1284,Luke,19,8,16,δίδωμι,πτωχοῖς
1285,Luke,19,9,11,ἐγένετο,οἴκῳ
1286,Luke,19,12,11,λαβεῖν,ἑαυτῷ
1287,Luke,19,13,7,ἔδωκεν,αὐτοῖς
1288,Luke,19,13,16,ἔρχομαι,ᾧ
1289,Luke,19,15,4,ἐπανελθεῖν,τῷ
1290,Luke,19,15,13,φωνηθῆναι,αὐτῷ
1291,Luke,19,15,17,δεδώκει,οἷς
1292,Luke,19,24,2,παρεστῶσιν,τοῖς
1293,Luke,19,24,12,ἔχοντι,τῷ
1294,Luke,19,24,16,δότε,ἔχοντι
1295,Luke,19,26,4,ἔχοντι,παντὶ
1296,Luke,19,26,5,ἔχοντι,τῷ
1297,Luke,19,26,6,δοθήσεται,ἔχοντι
1298,Luke,19,37,22,αἰνεῖν,φωνῇ
1299,Luke,19,39,14,ἐπιτίμησον,μαθηταῖς
1300,Luke,19,43,12,παρεμβαλοῦσιν,σοι
1301,Luke,20,2,18,δούς,σοι
1302,Luke,20,5,17,ἐπιστεύσατε,αὐτῷ
1303,Luke,20,9,16,ἐξέδετο,γεωργοῖς
1304,Luke,20,10,2,ἀπέστειλεν,καιρῷ
1305,Luke,20,10,15,δώσουσιν,αὐτῷ
1306,Luke,20,15,11,ποιήσει,αὐτοῖς
1307,Luke,20,16,11,δώσει,ἄλλοις
1308,Luke,20,17,4,ἐμβλέψας,αὐτοῖς
1309,Luke,20,20,17,καὶ,ἀρχῇ
1310,Luke,20,20,20,καὶ,ἐξουσίᾳ
1311,Luke,20,22,3,δοῦναι,Καίσαρι
1312,Luke,20,24,2,Δείξατέ,μοι
1313,Luke,20,25,10,ἀπόδοτε,Καίσαρι
1314,Luke,20,28,5,ἔγραψεν,ἡμῖν
1315,Luke,20,28,27,ἐξαναστήσῃ,ἀδελφῷ
1316,Luke,20,38,10,ζῶσιν,αὐτῷ
1317,Luke,20,47,8,προσεύχονται,προφάσει
1318,Luke,21,4,7,περισσεύοντος,αὐτοῖς
1319,Luke,21,5,8,καὶ,λίθοις
1320,Luke,21,5,11,καὶ,ἀναθήμασιν
1321,Luke,21,13,2,ἀποβήσεται,ὑμῖν
1322,Luke,21,15,4,δώσω,ὑμῖν
1323,Luke,21,15,8,δυνήσονται,ᾗ
1324,Luke,21,15,17,ἀντικείμενοι,ὑμῖν
1325,Luke,21,23,2,ἐχούσαις,ταῖς
1326,Luke,21,23,5,καὶ,ἐχούσαις
1327,Luke,21,23,8,καὶ,θηλαζούσαις
1328,Luke,21,23,7,θηλαζούσαις,ταῖς
1329,Luke,21,23,23,καὶ,λαῷ
1330,Luke,21,24,3,πεσοῦνται,στόματι
1331,Luke,21,25,5,καὶ,ἡλίῳ
1332,Luke,21,25,7,καὶ,σελήνῃ
1333,Luke,21,25,9,καὶ,ἄστροις
1334,Luke,21,26,10,ἐπερχομένων,οἰκουμένῃ
1335,Luke,21,34,3,Προσέχετε,ἑαυτοῖς
1336,Luke,21,34,10,καὶ,κραιπάλῃ
1337,Luke,21,34,12,καὶ,μέθῃ
1338,Luke,21,34,14,καὶ,μερίμναις
1339,Luke,22,4,4,καὶ,τοῖς
1340,Luke,22,4,5,καὶ,ἀρχιερεῦσιν
1341,Luke,22,4,7,καὶ,στρατηγοῖς
1342,Luke,22,4,10,παραδῷ,αὐτοῖς
1343,Luke,22,5,5,δοῦναι,αὐτῷ
1344,Luke,22,6,11,παραδοῦναι,αὐτοῖς
1345,Luke,22,7,7,ἔδει,ᾗ
1346,Luke,22,8,9,ἑτοιμάσατε,ἡμῖν
1347,Luke,22,10,12,συναντήσει,ὑμῖν
1348,Luke,22,10,18,ἀκολουθήσατε,αὐτῷ
1349,Luke,22,12,2,δείξει,ὑμῖν
1350,Luke,22,15,5,ἐπεθύμησα,Ἐπιθυμίᾳ
1351,Luke,22,19,8,ἔδωκεν,αὐτοῖς
1352,Luke,22,29,3,διατίθεμαι,ὑμῖν
1353,Luke,22,29,6,διέθετό,μοι
1354,Luke,22,39,14,ἠκολούθησαν,αὐτῷ
1355,Luke,22,43,3,ὤφθη,αὐτῷ
1356,Luke,22,47,18,ἤγγισεν,Ἰησοῦ
1357,Luke,22,48,6,παραδίδως,φιλήματι
1358,Luke,22,56,12,ἀτενίσασα,αὐτῷ
1359,Luke,22,61,7,ἐνέβλεψεν,Πέτρῳ
1360,Luke,22,63,8,ἐνέπαιζον,αὐτῷ
1361,Luke,23,2,15,διδόναι,Καίσαρι
1362,Luke,23,3,16,ἀποκριθεὶς,αὐτῷ
1363,Luke,23,9,11,ἀπεκρίνατο,αὐτῷ
1364,Luke,23,11,19,ἀνέπεμψεν,Πιλάτῳ
1365,Luke,23,14,5,Προσηνέγκατέ,μοι
1366,Luke,23,15,16,πεπραγμένον,αὐτῷ
1367,Luke,23,18,9,ἀπόλυσον,ἡμῖν
1368,Luke,23,23,4,ἐπέκειντο,φωναῖς
1369,Luke,23,25,18,παρέδωκεν,θελήματι
1370,Luke,23,26,13,ἐπέθηκαν,αὐτῷ
1371,Luke,23,27,3,Ἠκολούθει,αὐτῷ
1372,Luke,23,30,11,καὶ,βουνοῖς
1373,Luke,23,34,7,ἄφες,αὐτοῖς
1374,Luke,23,36,3,ἐνέπαιξαν,αὐτῷ
1375,Luke,23,36,10,προσφέροντες,αὐτῷ
1376,Luke,23,40,6,ἐπιτιμῶν,αὐτῷ
1377,Luke,23,46,3,φωνήσας,φωνῇ
1378,Luke,23,49,12,συνακολουθοῦσαι,αὐτῷ
1379,Luke,23,51,6,καὶ,βουλῇ
1380,Luke,23,51,9,καὶ,πράξει
1381,Luke,23,52,4,ᾐτήσατο,Πιλάτῳ
1382,Luke,23,53,5,ἐνετύλιξεν,σινδόνι
1383,Luke,23,55,11,συνεληλυθυῖαι,αὐτῷ
1384,Luke,24,4,4,ἀπορεῖσθαι,τῷ
1385,Luke,24,4,14,ἐπέστησαν,αὐταῖς
1386,Luke,24,6,9,ἐλάλησεν,ὑμῖν
1387,Luke,24,7,18,ἀναστῆναι,ἡμέρᾳ
1388,Luke,24,9,14,καὶ,λοιποῖς
1389,Luke,24,11,12,ἠπίστουν,αὐταῖς
1390,Luke,24,15,4,καὶ,τῷ
1391,Luke,24,15,14,συνεπορεύετο,αὐτοῖς
1392,Luke,24,19,20,καὶ,ἔργῳ
1393,Luke,24,19,22,καὶ,λόγῳ
1394,Luke,24,25,15,ἐλάλησαν,πᾶσιν
1395,Luke,24,25,16,ἐλάλησαν,οἷς
1396,Luke,24,27,11,διερμήνευσεν,αὐτοῖς
1397,Luke,24,30,4,κατακλιθῆναι,τῷ
1398,Luke,24,30,16,ἐπεδίδου,αὐτοῖς
1399,Luke,24,32,15,ἐλάλει,ἡμῖν
1400,Luke,24,32,21,διήνοιγεν,ἡμῖν
1401,Luke,24,33,5,ἀναστάντες,ὥρᾳ
1402,Luke,24,34,9,ὤφθη,Σίμωνι
1403,Luke,24,35,11,ἐγνώσθη,αὐτοῖς
1404,Luke,24,40,5,ἔδειξεν,αὐτοῖς
1405,Luke,24,42,4,ἐπέδωκαν,αὐτῷ
1406,Luke,24,44,25,καὶ,νόμῳ
1407,Luke,24,44,28,καὶ,προφήταις
1408,Luke,24,44,30,καὶ,ψαλμοῖς
1409,Luke,24,46,16,ἀναστῆναι,ἡμέρᾳ
1410,Luke,24,51,4,εὐλογεῖν,τῷ
1411,John,1,12,6,ἔδωκεν,αὐτοῖς
1412,John,1,12,11,πιστεύουσιν,τοῖς
1413,John,1,22,9,πέμψασιν,τοῖς
1414,John,1,22,10,δῶμεν,πέμψασιν
1415,John,1,26,2,ἀπεκρίθη,αὐτοῖς
1416,John,1,31,9,φανερωθῇ,Ἰσραὴλ
1417,John,1,36,4,περιπατοῦντι,Ἰησοῦ
1418,John,1,36,5,ἐμβλέψας,περιπατοῦντι
1419,John,1,37,11,ἠκολούθησαν,Ἰησοῦ
1420,John,1,40,17,ἀκολουθησάντων,αὐτῷ
1421,John,1,42,7,ἐμβλέψας,αὐτῷ
1422,John,1,43,17,Ἀκολούθει,μοι
1423,John,1,49,2,ἀπεκρίθη,αὐτῷ
1424,John,2,1,3,ἐγένετο,ἡμέρᾳ
1425,John,2,4,7,καὶ,ἐμοὶ
1426,John,2,4,9,καὶ,σοί
1427,John,2,8,9,φέρετε,ἀρχιτρικλίνῳ
1428,John,2,16,2,πωλοῦσιν,τοῖς
1429,John,2,18,11,δεικνύεις,ἡμῖν
1430,John,2,20,8,οἰκοδομήθη,ἔτεσιν
1431,John,2,22,16,καὶ,γραφῇ
1432,John,2,22,19,καὶ,λόγῳ
1433,John,2,24,7,ἐπίστευεν,αὐτοῖς
1434,John,3,26,17,μεμαρτύρηκας,ᾧ
1435,John,3,27,15,δεδομένον,αὐτῷ
1436,John,3,28,3,μαρτυρεῖτε,μοι
1437,John,3,29,17,χαίρει,χαρᾷ
1438,John,3,36,13,ἀπειθῶν,υἱῷ
1439,John,4,5,16,ἔδωκεν,Ἰωσὴφ
1440,John,4,7,13,Δός,μοι
1441,John,4,9,23,συγχρῶνται,Σαμαρίταις
1442,John,4,10,19,Δός,μοι
1443,John,4,10,28,ἔδωκεν,σοι
1444,John,4,12,11,ἔδωκεν,ἡμῖν
1445,John,4,14,11,δώσω,αὐτῷ
1446,John,4,14,23,δώσω,αὐτῷ
1447,John,4,15,8,δός,μοι
1448,John,4,21,6,Πίστευέ,μοι
1449,John,4,21,22,προσκυνήσετε,πατρί
1450,John,4,23,13,προσκυνήσουσιν,πατρὶ
1451,John,4,23,15,καὶ,πνεύματι
1452,John,4,23,17,καὶ,ἀληθείᾳ
1453,John,4,24,9,καὶ,πνεύματι
1454,John,4,24,11,καὶ,ἀληθείᾳ
1455,John,4,25,16,ἀναγγελεῖ,ἡμῖν
1456,John,4,26,9,λαλῶν,σοι
1457,John,4,33,10,ἤνεγκεν,αὐτῷ
1458,John,4,50,14,ἐπίστευσεν,λόγῳ
1459,John,4,51,9,ὑπήντησαν,αὐτῷ
1460,John,4,53,8,ἔγνω,ὥρᾳ
1461,John,5,7,2,ἀπεκρίθη,αὐτῷ
1462,John,5,7,20,ἔρχομαι,ᾧ
1463,John,5,10,5,τεθεραπευμένῳ,τῷ
1464,John,5,10,12,ἔξεστίν,σοι
1465,John,5,11,4,ἀπεκρίθη,αὐτοῖς
1466,John,5,14,21,γένηται,σοί
1467,John,5,15,7,ἀνήγγειλεν,Ἰουδαίοις
1468,John,5,17,4,ἀπεκρίνατο,αὐτοῖς
1469,John,5,18,27,ποιῶν,θεῷ
1470,John,5,20,10,δείκνυσιν,αὐτῷ
1471,John,5,20,18,δείξει,αὐτῷ
1472,John,5,22,13,δέδωκεν,υἱῷ
1473,John,5,24,13,πέμψαντί,τῷ
1474,John,5,24,14,πιστεύων,πέμψαντί
1475,John,5,27,4,ἔδωκεν,αὐτῷ
1476,John,5,33,8,μεμαρτύρηκε,ἀληθείᾳ
1477,John,5,36,14,δέδωκέν,μοι
1478,John,5,38,14,πιστεύετε,τούτῳ
1479,John,5,46,4,ἐπιστεύετε,Μωϋσεῖ
1480,John,5,46,7,ἐπιστεύετε,ἐμοί
1481,John,5,47,5,πιστεύετε,γράμμασιν
1482,John,5,47,11,πιστεύσετε,ῥήμασιν
1483,John,6,2,3,ἠκολούθει,αὐτῷ
1484,John,6,7,2,ἀπεκρίθη,αὐτῷ
1485,John,6,7,9,ἀρκοῦσιν,αὐτοῖς
1486,John,6,11,10,ἀνακειμένοις,τοῖς
1487,John,6,11,11,διέδωκεν,ἀνακειμένοις
1488,John,6,13,16,βεβρωκόσιν,τοῖς
1489,John,6,13,17,ἐπερίσσευσαν,βεβρωκόσιν
1490,John,6,22,25,συνεισῆλθεν,μαθηταῖς
1491,John,6,26,2,ἀπεκρίθη,αὐτοῖς
1492,John,6,27,20,δώσει,ὑμῖν
1493,John,6,30,13,πιστεύσωμέν,σοι
1494,John,6,31,18,ἔδωκεν,αὐτοῖς
1495,John,6,32,13,δέδωκεν,ὑμῖν
1496,John,6,32,24,δίδωσιν,ὑμῖν
1497,John,6,33,16,διδοὺς,κόσμῳ
1498,John,6,34,8,δὸς,ἡμῖν
1499,John,6,37,4,δίδωσίν,μοι
1500,John,6,39,13,δέδωκέν,μοι
1501,John,6,39,23,ἀναστήσω,ἡμέρᾳ
1502,John,6,40,28,ἀναστήσω,ἡμέρᾳ
1503,John,6,52,11,δοῦναι,ἡμῖν
1504,John,6,54,19,ἀναστήσω,ἡμέρᾳ
1505,John,6,63,16,λελάληκα,ὑμῖν
1506,John,6,65,17,δεδομένον,αὐτῷ
1507,John,6,68,2,ἀπεκρίθη,αὐτῷ
1508,John,6,70,2,ἀπεκρίθη,αὐτοῖς
1509,John,7,4,19,φανέρωσον,κόσμῳ
1510,John,7,13,3,ἐλάλει,παρρησίᾳ
1511,John,7,16,3,ἀπεκρίθη,αὐτοῖς
1512,John,7,19,4,δέδωκεν,ὑμῖν
1513,John,7,22,5,δέδωκεν,ὑμῖν
1514,John,7,23,13,χολᾶτε,ἐμοὶ
1515,John,7,26,3,λαλεῖ,παρρησίᾳ
1516,John,7,47,3,ἀπεκρίθησαν,αὐτοῖς
1517,John,8,5,6,ἐνετείλατο,ἡμῖν
1518,John,8,6,16,ἔγραφεν,δακτύλῳ
1519,John,8,12,3,ἐλάλησεν,αὐτοῖς
1520,John,8,12,16,ἀκολουθῶν,ἐμοὶ
1521,John,8,31,8,πεπιστευκότας,αὐτῷ
1522,John,8,33,8,δεδουλεύκαμεν,οὐδενὶ
1523,John,8,34,2,Ἀπεκρίθη,αὐτοῖς
1524,John,8,40,10,λελάληκα,ὑμῖν
1525,John,8,45,9,πιστεύετέ,μοι
1526,John,8,46,16,πιστεύετέ,μοι
1527,John,9,9,11,ἐστιν,αὐτῷ
1528,John,9,14,6,ἐποίησεν,ἡμέρᾳ
1529,John,9,24,16,Δὸς,θεῷ
1530,John,9,26,6,ἐποίησέν,σοι
1531,John,9,27,2,ἀπεκρίθη,αὐτοῖς
1532,John,9,29,4,λελάληκεν,Μωϋσεῖ
